Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,10.06,,5.29,,15.33,,1.48,2.44,2.44,2.59
12M 2009,38.61,75.75,25.98,88.38,9.45,8.7,4.82,3.66,5.2,3.1,1.34,1.26,7.83,7.83,1.41
12M 2010,39.74,97.93,28.26,109.41,9.18,8.83,3.73,3.27,3.79,3.77,1.38,1.26,4.8,4.8,1.76
12M 2011,40.24,95.12,29.89,105.47,9.07,9.05,3.84,3.31,4.63,4.81,1.49,1.41,4.44,4.44,1.9
12M 2012,43.26,99.16,26.61,115.81,8.44,7.95,3.68,3.31,4.82,4.62,1.51,1.4,3.65,3.65,2.41
12M 2013,48.9,115.32,24.9,139.32,7.46,6.85,3.17,2.75,4.41,4.08,1.36,1.24,3.2,3.2,2.33
12M 2014,47.25,126.16,28.46,144.95,7.72,7.3,2.89,2.64,5.02,4.98,1.39,1.33,3.11,3.11,2.33
12M 2015,49.39,132.89,32.85,149.43,7.39,7.01,2.75,3.11,5.26,5.38,1.33,1.38,2.6,2.6,3.57
12M 2016,48.71,117.69,26.61,139.79,7.49,7.29,3.1,2.99,2.52,1.69,1.04,0.82,2.12,2.12,4.89
12M 2017,49.12,119.73,28.81,140.04,7.43,6.86,3.05,2.84,1.79,1.8,0.86,0.82,2.0,2.0,4.52
12M 2018,48.3,130.81,32.09,147.02,7.56,7.05,2.79,2.61,2.01,2.0,0.9,0.86,2.0,2.0,5.05
12M 2019,49.98,135.19,25.82,159.35,7.3,7.08,2.7,2.72,1.83,1.84,0.83,0.82,1.82,1.82,6.92
12M 2020,51.96,110.32,22.51,139.77,7.02,7.81,3.31,4.58,1.44,1.44,0.66,0.64,1.39,1.39,8.11
12M 2021,49.7,114.7,26.68,137.72,7.34,7.65,3.18,2.4,1.38,1.4,0.56,0.54,1.12,1.12,7.76
12M 2022,47.14,142.43,27.9,161.67,7.74,8.1,2.56,2.62,1.35,1.34,0.51,0.51,1.0,1.0,11.76
12M 2023,49.57,169.41,32.36,186.62,7.36,7.8,2.15,2.2,1.11,1.12,0.42,0.42,0.78,0.78,14.21
12M 2024,47.51,172.13,26.45,193.19,7.68,7.5,2.12,2.01,1.14,1.14,0.42,0.41,0.75,0.75,15.03
