Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,105.77,,,,1.28,,0.76,3.25,3.25,19.97
12M 2009,4.26,,0.56,,85.68,73.64,,,1.18,1.14,0.84,0.9,78.96,78.96,1.19
12M 2010,11.19,,0.56,,32.61,33.07,,,1.1,1.11,0.97,0.99,15.66,15.66,2.87
12M 2011,17.57,,11.33,,20.77,8.72,,,1.25,1.26,1.09,1.03,-1935.8,-1935.8,1.0
12M 2012,37.53,,48.83,,9.73,5.95,,,0.98,0.99,0.82,0.77,-30.35,-30.35,0.86
12M 2013,44.08,,40.21,,8.28,18.6,,,0.65,0.65,,,0.03,0.03,156.2
12M 2014,42.7,,,,8.55,,,,0.13,0.14,,,0.01,0.01,247.13
12M 2015,97.95,,,,3.73,2.81,,,0.2,0.13,,,0.03,0.03,17.21
12M 2016,155.1,,,,2.35,1.93,,,0.16,0.13,,,0.17,0.17,8.45
12M 2017,210.32,,,,1.74,1.18,,,0.16,0.14,0.01,0.01,0.03,0.03,6.2
12M 2018,203.66,,,,1.79,1.46,,,0.19,0.18,0.01,0.01,0.03,0.03,15.62
12M 2019,169.79,,,,2.15,1.88,,,0.26,0.22,0.02,0.02,0.06,0.06,16.51
12M 2020,138.39,,,,2.64,2.41,,,0.36,0.32,0.03,0.03,0.1,0.1,7.94
12M 2021,118.03,,,,3.09,2.81,,,0.48,0.45,0.05,0.05,0.2,0.2,4.71
12M 2022,126.38,,,,2.89,2.76,,,0.53,0.5,0.06,0.06,1.4,1.4,1.2
12M 2023,128.88,,,,2.83,2.6,,,0.53,0.51,0.07,0.07,0.8,0.8,1.96
12M 2024,135.27,,,,2.7,2.55,,,0.48,0.46,0.07,0.07,0.92,0.92,2.07
