Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2013,,,,,,,,,,,,,4.61,4.61,1.79
12M 2014,121.76,88.48,75.74,134.5,3.0,2.32,4.13,2.35,3.73,3.87,0.95,0.76,1.41,1.41,3.8
12M 2015,126.94,187.07,89.08,224.93,2.88,3.81,1.95,1.65,4.37,4.65,0.67,0.63,1.51,1.51,2.62
12M 2016,91.33,265.09,126.99,229.43,4.0,3.4,1.38,1.33,5.99,6.09,0.67,0.61,1.12,1.12,3.8
12M 2017,94.4,328.72,164.53,258.59,3.87,3.74,1.11,0.97,6.8,7.04,0.49,0.47,0.56,0.56,5.14
12M 2018,81.94,317.27,263.47,135.74,4.45,4.99,1.15,0.97,6.47,6.53,0.34,0.32,0.63,0.63,2.59
12M 2019,86.95,321.95,444.01,-35.11,4.2,3.55,1.13,1.06,5.9,6.22,0.26,0.25,0.78,0.78,1.56
12M 2020,111.96,346.75,726.78,-268.07,3.26,3.67,1.05,1.19,6.13,6.76,0.2,0.2,0.64,0.64,1.52
12M 2021,101.79,291.66,750.58,-357.13,3.59,3.93,1.25,1.1,8.07,8.74,0.22,0.25,0.65,0.65,1.77
12M 2022,87.73,372.94,715.26,-254.59,4.16,4.7,0.98,0.92,3.8,2.41,0.19,0.19,0.72,0.72,1.37
12M 2023,100.01,319.97,883.95,-463.97,3.65,4.23,1.14,1.29,1.59,1.65,0.1,0.1,0.67,0.67,1.2
