Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2013,3.63 B,32.81,0.00,0.00,,12.08%,17.40%,64.50%,3.45
12M 2014,3.92 B,90.06,34.98,9.18,,19.02%,25.41%,42.36%,168.69
12M 2015,3.92 B,65.47,50.86,9.42,,11.22%,15.98%,23.87%,
12M 2016,3.92 B,164.62,10.93,4.02,,21.71%,29.20%,25.97%,
12M 2017,39.22 B,14.03,12.26,3.39,,10.69%,20.82%,20.32%,
12M 2018,39.22 B,-3.59,-37.88,2.93,"1,128.71 B",-2.58%,-5.86%,8.24%,
12M 2019,39.22 B,1.65,30.30,1.31,897.47 B,1.06%,2.62%,3.18%,
12M 2020,39.22 B,2.57,21.79,1.71,845.92 B,1.53%,4.00%,7.51%,
12M 2021,39.22 B,2.08,24.04,1.45,310.36 B,1.49%,3.12%,9.28%,
12M 2022,39.22 B,0.81,64.20,1.61,228.10 B,0.41%,1.08%,5.72%,
12M 2023,39.22 B,-24.47,-2.04,2.52,(65.70 B),-12.10%,-50.16%,-5.15%,
