Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,0.19,0.1,-1.07,-0.75,-0.0,0.0,-1.03,0.0,-1.75
12M 2009,0.22,0.13,-1.16,-0.92,-0.0,0.0,-1.07,1.26,-1.92
12M 2010,1.56,0.76,-8.42,-9.34,-0.0,0.0,-8.2,0.9,-10.34
12M 2011,1.54,0.75,4.57,7.01,0.0,0.0,4.51,0.65,6.01
12M 2012,1.47,0.79,3.21,5.3,0.0,0.0,3.14,0.61,4.3
12M 2013,1.13,0.62,3.62,6.04,0.0,0.0,3.5,0.6,5.04
12M 2014,1.11,0.55,3.07,5.46,0.0,0.0,2.99,0.0,4.46
12M 2015,0.87,0.35,3.48,6.39,0.0,0.0,3.43,0.54,5.39
12M 2016,0.86,0.38,2.26,4.79,0.0,0.0,2.22,0.47,3.79
12M 2017,0.87,0.51,1.03,2.96,0.0,0.0,0.97,0.35,1.96
12M 2018,0.93,0.47,0.68,2.35,0.0,0.0,0.65,0.29,1.35
12M 2019,1.25,0.73,0.72,2.27,0.0,0.0,0.67,0.32,1.27
12M 2020,1.05,0.66,0.62,2.15,0.0,0.0,0.55,0.0,1.15
12M 2021,1.43,1.04,0.4,1.76,0.0,0.0,0.27,0.23,0.76
12M 2022,2.01,1.42,0.25,1.52,0.0,0.0,0.06,0.16,0.52
12M 2023,2.17,1.33,0.19,1.42,0.0,0.0,0.05,0.13,0.42
12M 2024,2.69,1.56,0.13,1.32,0.0,0.0,0.01,0.1,0.32
