Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2008,(0 B),(1 B),(2 B),-1.30
12M 2009,14 B,(2 B),12 B,9.26
12M 2010,9 B,(2 B),8 B,5.93
12M 2011,(12 B),(0 B),(12 B),-9.51
12M 2012,(18 B),(2 B),(20 B),-15.45
12M 2013,(12 B),(0 B),(13 B),-9.90
12M 2014,(25 B),(20 B),(46 B),-35.87
12M 2015,(25 B),(20 B),(46 B),-35.87
12M 2016,7 B,(11 B),(4 B),-3.27
12M 2017,(0 B),(5 B),(5 B),-3.87
12M 2018,(30 B),(11 B),(41 B),-32.29
12M 2019,(77 B),(10 B),(87 B),-68.82
12M 2020,(53 B),(20 B),(73 B),-57.80
12M 2021,(96 B),(8 B),(103 B),-81.49
12M 2022,(103 B),(3 B),(106 B),-76.06
12M 2023,(24 B),(6 B),(30 B),-12.38
12M 2024,(53 B),(15 B),(69 B),-28.63
