Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2011,31 B,(38 B),(6 B),-51.11
12M 2012,(29 B),(14 B),(44 B),-28.09
12M 2013,(135 B),(36 B),(171 B),-78.28
12M 2014,(31 B),(94 B),(125 B),-56.95
12M 2015,(11 B),(68 B),(80 B),-36.53
12M 2016,20 B,(38 B),(18 B),-8.09
12M 2017,6 B,(37 B),(32 B),-14.53
12M 2018,8 B,(24 B),(17 B),-7.58
12M 2019,34 B,(9 B),25 B,11.33
12M 2020,31 B,(6 B),25 B,11.50
12M 2021,42 B,(27 B),15 B,6.83
12M 2022,1 B,(4 B),(3 B),-1.27
12M 2023,(2 B),(2 B),(4 B),-1.93
