Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2011,1.87,0.52,0.64,1.9,0.0,0.0,0.62,0.34,0.9
12M 2012,2.14,1.39,0.45,1.72,0.0,0.0,0.29,0.26,0.72
12M 2013,1.84,1.69,0.87,2.77,0.0,0.0,0.74,0.31,1.77
12M 2014,3.08,2.61,1.07,2.33,0.0,0.0,0.87,0.46,1.33
12M 2015,1.58,1.25,0.73,2.33,0.0,0.0,0.72,0.31,1.33
12M 2016,0.75,0.4,0.8,2.42,0.0,0.0,0.78,0.33,1.42
12M 2017,1.07,0.37,1.22,2.65,0.0,0.0,1.21,0.46,1.65
12M 2018,0.76,0.27,1.21,2.87,0.0,0.0,1.2,0.42,1.87
12M 2019,0.88,0.31,1.36,2.9,0.0,0.0,1.35,0.47,1.9
12M 2020,0.83,0.35,1.34,2.97,0.0,0.0,1.28,0.45,1.97
12M 2021,0.82,0.32,1.26,2.99,0.0,0.0,1.22,0.42,1.99
12M 2022,0.81,0.28,1.31,2.93,0.0,0.0,1.31,0.45,1.93
12M 2023,0.76,0.24,1.42,3.05,0.0,0.0,1.4,0.47,2.05
