Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,21.46,,5.82,,12.22,,2.5,-5.58,-5.58,0.53
12M 2009,15.45,77.02,63.44,29.03,23.62,22.14,4.74,4.46,11.95,12.59,2.39,2.41,-5.08,-5.08,0.58
12M 2010,11.19,63.94,47.32,27.81,32.62,26.88,5.71,5.25,18.3,19.01,3.53,3.45,-6.22,-6.22,0.56
12M 2011,18.75,133.16,78.85,73.06,19.47,15.74,2.74,2.78,11.67,12.12,2.06,2.05,2.54,-2.81,0.52
12M 2012,17.31,111.48,60.64,68.15,21.08,20.99,3.27,3.15,16.11,15.83,2.54,2.39,-3.5,-3.5,0.55
12M 2013,19.82,102.1,61.92,60.0,18.42,15.32,3.57,3.75,19.06,19.28,2.56,2.43,-3.28,-3.28,0.53
12M 2014,20.05,96.38,53.22,63.21,18.21,22.39,3.79,4.24,20.28,20.15,2.58,2.73,-40.12,-40.12,0.92
12M 2015,24.44,108.1,58.63,73.91,14.93,14.21,3.38,4.45,16.49,16.96,2.18,2.19,-35.56,-35.56,0.93
12M 2016,32.84,128.25,74.57,86.52,11.12,12.45,2.85,2.86,14.16,14.73,1.8,1.89,-16.98,-16.98,0.89
12M 2017,34.3,150.84,76.41,108.73,10.64,13.28,2.42,2.66,13.75,13.82,1.7,1.69,-13.03,-13.03,0.86
12M 2018,31.2,205.53,93.36,143.37,11.7,14.23,1.78,1.67,12.8,12.45,1.56,1.57,-38.1,-38.1,0.95
12M 2019,30.42,290.28,99.77,220.93,12.0,13.48,1.26,1.19,1.51,1.51,0.73,0.72,4.63,4.63,1.48
12M 2020,41.56,307.93,96.03,253.46,8.78,16.76,1.19,1.39,0.37,0.37,0.24,0.25,-18.3,-18.3,0.94
12M 2021,31.66,286.94,130.18,188.42,11.53,8.74,1.27,1.55,0.27,0.27,0.19,0.19,-1.66,-1.66,0.62
12M 2022,16.67,194.76,92.88,118.55,21.89,36.16,1.87,3.13,0.59,0.99,0.43,0.73,-4.68,-4.68,0.71
12M 2023,21.64,281.38,115.58,187.44,16.87,24.05,1.3,1.27,0.4,0.4,0.29,0.29,-1.71,-1.71,0.53
12M 2024,13.98,296.25,133.24,176.99,26.11,38.08,1.23,1.19,0.49,0.49,0.29,0.29,-1.42,-1.42,0.49
