Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,13.26,,56.05,,0.45,,0.32,-7.26,-7.26,0.82
12M 2009,28.22,3.22,16.71,14.73,12.94,9.9,113.43,145.61,0.59,0.82,0.38,0.42,-8.23,-8.23,0.67
12M 2010,108.29,6.24,61.74,52.79,3.37,3.41,58.51,60.34,0.34,0.34,0.2,0.21,-5.07,-5.07,0.89
12M 2011,72.31,6.1,60.21,18.2,5.05,16.12,59.83,65.9,0.35,0.36,0.25,0.27,-1.34,-1.34,0.53
12M 2012,23.42,6.21,77.79,-48.16,15.59,12.88,58.76,57.46,0.41,0.41,0.22,0.17,-4.98,-4.98,0.66
12M 2013,22.08,6.95,54.16,-25.13,16.53,14.71,52.51,56.24,0.53,0.53,0.31,0.31,-18.88,-20.44,0.9
12M 2014,15.14,7.8,31.6,-8.66,24.11,29.27,46.82,47.67,0.61,0.64,0.46,0.47,8.77,8.77,1.36
12M 2015,15.29,8.56,36.6,-12.75,23.88,11.26,42.65,31.55,0.58,0.55,0.38,0.36,-20.32,-20.32,0.93
12M 2016,23.7,7.04,38.68,-7.94,15.4,13.47,51.83,40.4,0.57,0.52,0.38,0.36,16.06,16.06,1.12
12M 2017,30.28,12.21,45.89,-3.4,12.05,11.16,29.89,26.88,0.56,0.55,0.39,0.39,-104.42,-104.42,0.98
12M 2018,34.28,13.09,37.39,9.98,10.65,8.1,27.89,26.41,0.59,0.53,0.45,0.41,-11.88,-11.88,0.85
12M 2019,37.07,12.7,42.13,7.64,9.85,11.17,28.74,28.36,0.57,0.59,0.43,0.42,-6.97,-6.97,0.72
12M 2020,38.35,15.28,50.82,2.81,9.52,10.32,23.88,21.23,0.67,0.67,0.44,0.43,-3.29,-3.29,0.58
12M 2021,56.58,18.76,52.5,22.84,6.45,5.59,19.46,22.61,0.66,0.66,0.38,0.38,-9.88,-9.88,0.83
12M 2022,43.05,18.65,44.13,17.57,8.48,6.92,19.57,17.58,0.91,0.89,0.49,0.47,26.33,26.33,1.07
12M 2023,55.41,21.71,55.71,21.41,6.59,5.51,16.81,16.29,0.95,0.97,0.44,0.41,2.85,2.85,1.81
