Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,0.82,0.8,0.59,1.85,0.0,0.0,0.45,0.32,0.82
12M 2009,0.67,0.65,0.44,1.67,0.0,0.0,0.4,0.26,0.65
12M 2010,0.89,0.88,0.72,2.99,0.0,0.0,0.04,0.24,1.94
12M 2011,0.53,0.52,1.23,3.89,0.0,0.0,0.63,0.32,2.83
12M 2012,0.66,0.64,6.35,8.11,0.0,0.0,6.09,0.78,7.04
12M 2013,0.9,0.86,6.15,8.66,0.0,0.0,5.3,0.71,7.51
12M 2014,1.36,1.32,6.26,8.28,0.0,0.0,5.38,0.76,7.11
12M 2015,0.93,0.91,5.24,8.02,0.0,0.0,4.02,0.65,6.87
12M 2016,1.12,1.09,5.37,7.94,0.0,0.0,4.26,0.68,6.26
12M 2017,0.98,0.93,4.51,6.59,0.0,0.0,3.84,0.68,5.03
12M 2018,0.85,0.8,3.11,5.16,0.0,0.0,2.49,0.6,3.76
12M 2019,0.72,0.69,2.51,4.3,0.0,0.0,2.1,0.58,2.97
12M 2020,0.58,0.53,2.31,4.3,0.0,0.0,1.88,0.54,2.99
12M 2021,0.83,0.76,3.06,5.38,0.0,0.0,2.6,0.57,3.85
12M 2022,1.07,0.99,1.78,4.05,0.0,0.0,1.31,0.44,2.64
12M 2023,1.81,1.7,1.99,4.21,0.0,0.0,1.33,0.47,2.54
