Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,4.66 B,-12.22,-45.01,2.76,,-1.92%,-3.55%,3.09%,0.40
12M 2009,4.66 B,2.64,227.27,2.84,,0.57%,0.95%,4.35%,1.22
12M 2010,4.66 B,-141.81,-2.82,4.78,,-37.57%,-112.22%,-44.81%,-88.97
12M 2011,4.66 B,-47.03,-6.27,3.41,,-14.82%,-57.73%,-18.88%,-5.73
12M 2012,4.66 B,-2.47,-115.38,2.71,,-0.39%,-3.20%,1.51%,0.90
12M 2013,4.77 B,6.91,48.48,2.14,,1.69%,14.67%,5.04%,1.85
12M 2014,7.10 B,2.46,298.78,6.30,,1.05%,8.66%,7.49%,1.77
12M 2015,7.10 B,5.97,125.63,7.63,,2.14%,17.13%,8.88%,2.61
12M 2016,7.10 B,4.91,156.82,6.81,,1.57%,12.49%,11.31%,3.44
12M 2017,7.10 B,13.20,55.30,5.72,,3.94%,25.98%,12.11%,3.32
12M 2018,7.10 B,24.16,28.97,4.26,654.36 B,6.00%,30.98%,13.05%,3.24
12M 2019,7.10 B,21.52,33.69,4.22,542.55 B,5.39%,23.19%,12.71%,3.46
12M 2020,7.10 B,8.99,54.06,2.62,459.40 B,2.03%,8.74%,8.53%,2.49
12M 2021,7.10 B,-28.16,-13.64,2.24,333.01 B,-6.26%,-33.72%,-4.36%,-1.32
12M 2022,7.10 B,16.47,22.22,1.56,679.39 B,3.26%,13.20%,10.27%,3.54
12M 2023,7.10 B,11.73,32.05,1.56,552.64 B,1.98%,8.36%,6.41%,2.78
