Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2015,3.01,1.27,0.07,1.27,0.0,0.0,-0.05,0.06,0.27
12M 2016,8.09,6.92,0.05,1.09,0.0,0.0,-0.42,0.05,0.09
12M 2017,1.91,1.01,0.15,1.28,0.0,0.0,0.12,0.12,0.28
12M 2018,1.33,0.61,0.17,1.37,0.0,0.0,0.1,0.12,0.37
12M 2019,1.24,0.72,0.16,1.36,0.0,0.0,0.07,0.12,0.36
12M 2020,1.2,0.93,0.16,1.36,0.0,0.0,-0.01,0.12,0.36
12M 2021,4.2,3.96,0.56,1.75,0.0,0.0,-0.42,0.32,0.75
12M 2022,3.18,2.4,0.56,1.89,0.0,0.0,-0.3,0.3,0.89
12M 2023,4.64,3.95,0.53,1.69,0.0,0.0,-0.36,0.31,0.69
12M 2024,3.14,2.71,0.61,1.76,0.0,0.0,0.29,0.35,0.76
