Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2015,1.25 B,3.91,0.00,0.00,,2.91%,3.69%,9.39%,12.22
12M 2016,3.80 B,2.58,151.16,3.32,,2.27%,2.47%,5.70%,5.13
12M 2017,3.80 B,2.16,287.04,5.96,,1.58%,2.03%,3.63%,4.61
12M 2018,3.80 B,3.07,226.38,3.82,36.30 B,2.04%,2.79%,5.57%,4.66
12M 2019,3.80 B,2.58,515.50,6.40,38.37 B,1.69%,2.30%,5.50%,3.47
12M 2020,3.80 B,2.56,539.06,10.98,35.22 B,1.64%,2.23%,4.71%,3.67
12M 2021,3.80 B,7.23,192.25,9.50,51.00 B,3.38%,5.92%,7.03%,13.93
12M 2022,3.80 B,3.87,334.63,6.71,38.74 B,1.63%,3.07%,4.08%,1.36
12M 2023,3.80 B,1.96,604.59,5.00,31.00 B,0.90%,1.53%,3.26%,0.90
12M 2024,3.80 B,-7.35,-79.59,3.28,12.67 B,-3.46%,-6.09%,0.61%,0.17
