Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,,,,,2.49,,0.12,,,0.0
12M 2009,,,,,,,,,3.62,3.69,0.14,0.13,,,0.0
12M 2010,,,,,,,,,4.2,4.16,0.12,0.11,,,0.0
12M 2011,,,,,,,,,3.07,2.2,0.11,0.1,,,0.0
12M 2012,,,,,,,,,2.74,2.77,0.1,0.1,,,0.0
12M 2013,,,,,,,,,4.03,4.06,0.11,0.1,,,0.0
12M 2014,,,,,,,,,6.3,6.16,0.12,0.1,,,0.0
12M 2015,,,,,,,,,7.51,7.43,0.12,0.11,,,0.0
12M 2016,,,,,,,,,5.93,6.91,0.11,0.11,,,0.0
12M 2017,,,,,,,,,5.41,5.95,0.1,0.1,,,0.0
12M 2018,,,,,,,,,5.74,5.7,0.1,0.09,,,0.0
12M 2019,,,,,,,,,6.28,6.45,0.1,0.1,,,0.0
12M 2020,,,,,,,,,3.82,1.68,0.06,0.06,,,0.0
12M 2021,,,,,,,,,4.7,4.8,0.06,0.05,,,0.0
12M 2022,,,,,,,,,4.49,4.48,0.06,0.06,,,0.0
12M 2023,,,,,,,,,3.44,2.93,0.06,0.06,,,0.0
12M 2024,,,,,,,,,3.18,2.74,0.08,0.07,,,0.0
