Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,2.19,1.29,0.2,1.68,0.0,0.0,-0.07,0.12,0.48
12M 2009,3.44,2.2,0.0,1.37,0.0,0.0,-0.14,0.0,0.23
12M 2010,4.02,2.41,0.06,1.39,0.0,0.0,0.01,0.05,0.26
12M 2011,2.79,1.63,0.26,1.55,0.0,0.0,0.15,0.16,0.43
12M 2012,2.13,1.22,0.2,1.52,0.0,0.0,0.17,0.13,0.4
12M 2013,1.57,0.85,0.29,1.64,0.0,0.0,0.27,0.17,0.52
12M 2014,1.42,0.73,0.52,1.93,0.0,0.0,0.49,0.27,0.81
12M 2015,1.81,0.88,0.42,1.77,0.0,0.0,0.39,0.24,0.66
12M 2016,1.89,0.88,0.22,1.65,0.0,0.0,0.17,0.14,0.55
12M 2017,2.39,1.13,0.17,1.52,0.0,0.0,0.15,0.11,0.44
12M 2018,2.15,1.08,0.11,1.45,0.0,0.0,0.08,0.08,0.37
12M 2019,2.9,1.54,0.07,1.37,0.0,0.0,0.0,0.05,0.29
12M 2020,2.56,1.37,0.09,1.36,0.0,0.0,0.03,0.07,0.29
12M 2021,1.99,0.98,0.0,1.47,0.0,0.0,0.1,0.07,0.41
12M 2022,2.42,1.41,0.05,1.39,0.0,0.0,-0.02,0.03,0.33
12M 2023,2.04,1.33,0.03,1.4,0.0,0.0,-0.13,0.02,0.34
12M 2024,2.16,1.48,0.03,1.37,0.0,0.0,-0.13,0.02,0.31
