Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,0.45 B,233.75,7.70,0.49,,6.29%,10.54%,22.55%,4.69
12M 2009,0.45 B,168.25,8.62,0.43,,5.61%,7.71%,12.94%,12.66
12M 2010,0.45 B,321.72,7.46,0.60,,9.70%,13.50%,17.36%,507.99
12M 2011,0.45 B,149.98,14.34,0.51,,4.07%,6.29%,14.23%,30.74
12M 2012,0.45 B,360.84,8.31,0.80,,7.30%,11.12%,2.22%,3.97
12M 2013,0.45 B,130.86,17.19,0.41,,2.02%,3.32%,6.73%,10.01
12M 2014,0.45 B,381.43,13.11,0.87,,4.48%,8.62%,10.92%,10.43
12M 2015,0.45 B,309.88,15.10,0.76,,3.46%,6.13%,10.27%,5.55
12M 2016,0.45 B,569.75,11.72,1.02,,6.45%,10.61%,13.71%,9.63
12M 2017,0.45 B,663.98,11.11,1.03,,7.24%,11.04%,13.43%,12.99
12M 2018,0.45 B,537.42,11.35,0.73,589.79 B,5.63%,8.18%,11.18%,13.30
12M 2019,0.45 B,424.48,25.44,1.40,449.47 B,4.92%,6.74%,7.62%,15.37
12M 2020,0.45 B,-126.19,-41.21,0.95,222.62 B,-1.53%,-2.08%,0.59%,1.40
12M 2021,0.45 B,794.23,15.52,1.49,567.01 B,8.63%,12.73%,13.65%,36.76
12M 2022,0.45 B,1057.38,7.83,0.75,835.12 B,10.49%,14.58%,20.22%,46.03
12M 2023,0.45 B,519.11,11.56,0.70,490.86 B,5.06%,7.11%,9.17%,17.62
12M 2024,0.45 B,421.46,13.76,0.71,467.90 B,4.01%,5.49%,7.84%,14.78
