Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2012,1.38,1.38,0.12,3.12,0.0,0.0,-0.33,0.04,2.12
12M 2013,1.64,1.64,0.02,2.07,0.0,0.0,-0.38,0.01,1.07
12M 2014,1.68,1.68,0.03,1.86,0.0,0.0,-0.25,0.01,0.86
12M 2015,1.85,1.85,0.04,1.84,0.0,0.0,-0.28,0.02,0.84
12M 2016,1.86,1.86,0.04,1.87,0.0,0.0,-0.35,0.02,0.87
12M 2017,1.95,1.95,0.03,1.95,0.0,0.0,-0.51,0.02,0.95
12M 2018,2.07,2.07,0.01,1.87,0.0,0.0,-0.6,0.0,0.87
12M 2019,1.94,1.94,0.1,2.02,0.0,0.0,-0.47,0.05,1.02
12M 2020,2.06,2.06,0.17,1.93,0.0,0.0,-0.33,0.09,0.93
12M 2021,2.17,2.17,0.02,1.84,0.0,0.0,-0.4,0.01,0.84
12M 2022,1.93,1.93,0.19,2.04,0.0,0.0,-0.35,0.09,1.04
12M 2023,2.03,2.03,0.11,1.95,0.0,0.0,-0.4,0.06,0.95
12M 2024,1.93,1.93,0.16,1.97,0.0,0.0,-0.29,0.08,0.97
