Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2009,4.19 B,1.07,0.00,0.00,,0.70%,0.92%,3.33%,
12M 2010,4.79 B,1.25,0.00,0.00,,0.82%,1.08%,2.01%,
12M 2011,5.54 B,0.85,382.35,10.74,,0.54%,0.73%,2.72%,
12M 2012,5.54 B,0.86,504.65,12.35,,0.38%,0.73%,2.01%,
12M 2013,8.03 B,-6.86,-36.01,8.96,,-2.69%,-4.43%,-3.27%,-1.82
12M 2014,8.03 B,-12.50,-24.48,7.22,,-5.40%,-8.78%,-6.37%,-1.79
12M 2015,8.03 B,-16.46,-22.17,6.53,,-7.91%,-13.05%,-7.51%,-2.10
12M 2016,10.92 B,-8.90,-27.42,4.62,,-4.22%,-5.64%,-5.80%,-2.39
12M 2017,10.92 B,-9.24,-26.19,4.18,,-4.68%,-6.21%,-5.18%,-4.63
12M 2018,12.00 B,-7.95,-31.95,3.78,(2.18 B),-3.48%,-5.18%,-4.53%,-5.17
12M 2019,12.00 B,-6.31,-42.47,3.21,28.29 B,-2.43%,-4.26%,-2.42%,-3.25
12M 2020,12.00 B,-1.20,-170.00,1.91,121.23 B,-0.33%,-0.82%,0.69%,0.22
12M 2021,12.00 B,13.77,22.51,1.93,380.50 B,3.39%,8.58%,9.40%,1.92
12M 2022,12.00 B,-3.69,-177.51,4.06,264.55 B,-0.77%,-2.34%,1.16%,0.32
12M 2023,12.00 B,-3.21,-93.46,1.44,395.54 B,-0.69%,-2.07%,3.20%,0.61
12M 2024,12.00 B,-1.96,-1204.08,9.00,509.22 B,-0.41%,-1.28%,5.54%,1.05
