Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,27.08,,8.81,,160.97,,4.26,16.5,16.5,1.42
12M 2009,15.55,38.76,9.39,44.92,23.47,18.91,9.42,6.67,146.46,129.7,3.45,2.97,10.2,10.2,1.43
12M 2010,30.23,43.0,11.56,61.67,12.07,12.53,8.49,6.02,92.5,71.46,2.54,2.33,7.58,7.58,1.48
12M 2011,47.72,39.75,9.86,77.61,7.65,6.0,9.18,7.73,90.73,88.16,2.29,1.95,7.01,7.01,1.38
12M 2012,50.74,49.09,9.0,90.83,7.19,7.66,7.44,5.39,103.0,88.98,2.09,1.87,5.4,5.4,1.52
12M 2013,58.91,90.03,11.2,137.74,6.2,5.52,4.05,3.15,95.85,96.94,1.53,1.3,3.14,3.14,1.7
12M 2014,67.73,97.27,13.37,151.63,5.39,5.56,3.75,4.07,92.11,83.69,1.25,1.19,2.08,2.08,2.59
12M 2015,60.23,58.98,29.4,89.81,6.06,5.71,6.19,6.09,56.18,59.3,1.31,1.25,-1.87,-1.87,0.08
12M 2016,10.6,24.36,149.79,-114.83,34.42,144.97,14.98,24.05,18.39,42.03,2.78,7.99,-0.43,-0.43,0.05
12M 2017,3.21,21.7,99.79,-74.88,113.61,91.48,16.82,13.57,31.04,33.4,5.83,5.56,-4.09,-4.09,0.26
12M 2018,2.71,17.97,118.66,-97.98,134.66,151.16,20.31,20.28,39.49,44.74,7.27,8.3,-2.39,-2.39,0.15
12M 2019,4.34,24.85,242.38,-213.19,84.1,51.68,14.69,15.02,34.69,39.96,5.86,5.84,-1.21,-1.21,0.11
12M 2020,5.6,40.02,450.5,-404.88,65.15,166.3,9.12,9.73,26.74,32.12,3.99,4.63,-0.55,-0.55,0.07
12M 2021,6.28,33.91,505.04,-464.85,58.1,51.8,10.77,13.51,38.43,44.23,4.57,4.79,-0.39,-0.39,0.05
12M 2022,5.84,23.33,402.45,-373.28,62.51,69.96,15.64,13.61,98.57,136.7,6.5,6.79,-0.37,-0.37,0.04
12M 2023,4.19,22.41,317.43,-290.83,87.03,74.06,16.29,13.97,211.88,251.82,7.9,7.72,-0.42,-0.42,0.04
12M 2024,3.65,18.89,291.74,-269.2,99.92,101.62,19.33,18.19,309.64,345.93,8.64,9.0,-0.41,-0.41,0.02
