Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,3.21 B,31.93,0.00,0.00,,8.48%,23.93%,94.90%,3.55
12M 2009,4.45 B,26.45,8.32,0.18,,6.04%,17.12%,45.79%,2.66
12M 2010,4.45 B,45.93,15.26,0.57,,8.54%,23.91%,52.53%,3.81
12M 2011,4.45 B,68.09,13.09,0.56,,7.95%,27.74%,59.18%,3.45
12M 2012,4.76 B,89.78,11.14,0.50,,7.99%,24.95%,54.06%,3.59
12M 2013,4.76 B,100.56,12.83,0.59,,5.81%,24.32%,37.56%,2.90
12M 2014,4.76 B,66.03,19.31,0.56,,3.47%,13.64%,23.24%,1.67
12M 2015,4.76 B,-1817.27,-1.10,1.47,,-1074.43%,136.90%,-573.33%,-13.53
12M 2016,4.76 B,-103.49,-19.33,5.54,,-114.59%,7.30%,11.71%,-9.20
12M 2017,26.01 B,-7.25,-275.86,25.64,,-70.80%,5.39%,3.94%,-1.93
12M 2018,26.01 B,-0.57,-414.04,3.67,(44.11 B),-7.69%,0.42%,11.77%,-1.50
12M 2019,26.01 B,-3.98,-107.04,11.46,(24.25 B),-75.96%,2.86%,5.03%,-0.35
12M 2020,26.01 B,-10.46,-40.73,22.41,(46.61 B),-244.51%,6.99%,7.11%,-0.26
12M 2021,26.01 B,-5.71,-74.61,23.28,(15.29 B),-153.02%,3.68%,2.29%,-0.16
12M 2022,26.01 B,15.84,26.89,18.59,(12.88 B),477.64%,-11.37%,1.44%,-0.20
12M 2023,26.01 B,-4.33,-98.38,14.68,(13.54 B),-107.55%,3.02%,1.20%,-0.17
12M 2024,26.01 B,-4.68,-91.03,13.25,(12.67 B),-137.29%,3.16%,1.28%,-0.19
