Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,1.42,0.82,1.63,2.82,0.0,0.0,1.13,0.58,1.82
12M 2009,1.43,0.97,1.48,2.83,0.0,0.0,1.35,0.52,1.83
12M 2010,1.48,1.11,1.64,2.8,0.0,0.0,1.55,0.58,1.8
12M 2011,1.38,1.09,2.2,3.49,0.0,0.0,2.08,0.63,2.49
12M 2012,1.52,1.1,1.86,3.12,0.0,0.0,1.65,0.6,2.05
12M 2013,1.7,1.07,2.85,4.19,0.0,0.0,2.59,0.68,3.16
12M 2014,2.59,1.99,2.66,3.93,0.0,0.0,2.4,0.68,2.9
12M 2015,0.08,0.05,-1.01,-0.13,-0.0,0.0,-1.0,7.91,-1.13
12M 2016,0.05,0.02,-0.76,-0.06,-0.0,0.0,-0.76,11.94,-1.07
12M 2017,0.26,0.13,-0.89,-0.08,-0.0,0.0,-0.89,11.72,-1.1
12M 2018,0.15,0.08,-0.87,-0.06,-0.0,0.0,-0.86,15.7,-1.08
12M 2019,0.11,0.05,-0.8,-0.04,-0.0,0.0,-0.8,21.28,-1.06
12M 2020,0.07,0.02,-0.61,-0.03,-0.0,0.0,-0.6,21.23,-1.05
12M 2021,0.05,0.03,-0.58,-0.02,-0.0,0.0,-0.58,24.11,-1.05
12M 2022,0.04,0.01,-0.51,-0.02,-0.0,0.0,-0.5,21.23,-1.05
12M 2023,0.04,0.01,-0.49,-0.03,-0.0,0.0,-0.48,17.31,-1.06
12M 2024,0.02,0.01,-0.46,-0.02,-0.0,0.0,-0.46,20.02,-1.05
