Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,2.4,2.06,0.35,1.69,0.0,0.0,0.04,0.21,0.61
12M 2009,3.43,2.87,0.26,1.56,0.0,0.0,-0.07,0.17,0.48
12M 2010,4.42,3.95,0.2,1.49,0.0,0.0,-0.3,0.14,0.41
12M 2011,1.42,1.28,0.25,1.65,0.0,0.0,-0.06,0.15,0.55
12M 2012,5.42,5.09,0.13,1.49,0.0,0.0,-0.47,0.09,0.34
12M 2013,4.31,4.02,0.24,1.66,0.0,0.0,-0.4,0.1,0.45
12M 2014,7.8,7.45,0.14,1.42,0.0,0.0,-0.63,0.1,0.26
12M 2015,7.93,7.43,0.03,1.28,0.0,0.0,-0.54,0.02,0.15
12M 2016,5.08,4.56,0.18,1.46,0.0,0.0,-0.02,0.13,0.33
12M 2017,5.64,5.06,0.16,1.53,0.0,0.0,-0.33,0.1,0.3
12M 2018,4.32,3.81,0.14,1.64,0.0,0.0,-0.25,0.09,0.34
12M 2019,3.2,2.77,0.12,1.78,0.0,0.0,-0.22,0.07,0.53
12M 2020,2.56,2.24,0.29,1.67,0.0,0.0,0.03,0.17,0.51
12M 2021,4.03,3.72,0.03,1.34,0.0,0.0,-0.23,0.02,0.16
12M 2022,5.27,4.85,0.03,1.24,0.0,0.0,-0.21,0.03,0.13
12M 2023,4.93,4.53,0.03,1.24,0.0,0.0,-0.18,0.02,0.13
12M 2024,3.08,2.8,0.03,1.3,0.0,0.0,-0.17,0.02,0.18
