Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2009,1.76,1.2,0.73,3.05,0.0,0.0,0.59,0.24,2.05
12M 2010,1.59,1.2,0.69,2.85,0.0,0.0,0.59,0.24,1.85
12M 2011,4.08,3.61,0.06,1.36,0.0,0.0,-0.42,0.04,0.35
12M 2012,3.71,3.33,0.1,1.4,0.0,0.0,-0.17,0.07,0.4
12M 2013,3.99,3.52,0.13,1.36,0.0,0.0,0.02,0.09,0.36
12M 2014,3.95,3.28,0.09,1.37,0.0,0.0,-0.0,0.07,0.37
12M 2015,3.13,2.62,0.13,1.49,0.0,0.0,0.06,0.09,0.49
12M 2016,3.04,2.44,0.25,1.61,0.0,0.0,0.24,0.16,0.61
12M 2017,2.06,1.65,0.42,1.89,0.0,0.0,0.41,0.22,0.89
12M 2018,1.63,1.19,0.6,2.16,0.0,0.0,0.59,0.28,1.16
12M 2019,1.25,0.84,0.84,2.51,0.0,0.0,0.83,0.33,1.51
12M 2020,0.62,0.29,0.36,1.67,0.0,0.0,0.36,0.22,0.67
12M 2021,0.75,0.29,0.37,1.62,0.0,0.0,0.36,0.23,0.62
12M 2022,0.68,0.33,0.46,1.78,0.0,0.0,0.45,0.26,0.78
12M 2023,0.62,0.29,0.52,1.82,0.0,0.0,0.51,0.29,0.82
12M 2024,0.63,0.33,0.5,1.82,0.0,0.0,0.49,0.27,0.82
