Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2010,1.37,1.29,2.11,3.79,0.0,0.0,2.08,0.56,2.79
12M 2011,2.43,2.39,1.63,3.16,0.0,0.0,1.21,0.51,2.16
12M 2012,1.23,1.18,0.96,2.26,0.0,0.0,0.81,0.43,1.26
12M 2013,2.44,2.35,1.5,2.75,0.0,0.0,1.27,0.54,1.75
12M 2014,0.56,0.55,4.49,6.93,0.0,0.0,3.79,0.65,4.99
12M 2015,2.18,2.12,1.69,2.85,0.0,0.0,1.64,0.59,1.85
12M 2016,2.58,2.53,1.67,2.99,0.0,0.0,1.63,0.56,1.97
12M 2017,2.48,2.44,1.87,3.08,0.0,0.0,1.8,0.61,2.08
12M 2018,1.76,1.73,2.48,3.93,0.0,0.0,2.43,0.63,2.81
12M 2019,1.39,1.36,2.35,3.75,0.0,0.0,2.22,0.62,2.65
12M 2020,1.14,1.1,1.85,3.3,0.0,0.0,1.78,0.56,2.18
12M 2021,1.43,1.4,1.87,4.16,0.0,0.0,1.66,0.45,2.53
12M 2022,0.55,0.54,0.56,2.1,0.0,0.0,0.56,0.27,0.92
12M 2023,0.28,0.28,0.46,1.73,0.0,0.0,0.45,0.26,0.73
12M 2024,0.29,0.29,0.28,1.46,0.0,0.0,0.27,0.19,0.46
