Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2010,0.60 B,384.02,0.00,0.00,,12.81%,48.60%,26.05%,2.59
12M 2011,0.60 B,223.87,18.77,7.62,,4.72%,14.91%,11.16%,1.73
12M 2012,0.73 B,239.00,20.92,6.94,,4.53%,10.21%,12.67%,2.03
12M 2013,0.79 B,248.77,32.76,7.71,,3.13%,8.62%,13.09%,2.04
12M 2014,1.14 B,-334.00,-23.05,8.17,,-2.95%,-20.41%,10.73%,1.73
12M 2015,1.14 B,120.33,69.81,5.35,,1.00%,2.84%,12.47%,1.29
12M 2016,1.14 B,208.45,33.58,4.37,,1.69%,5.06%,10.05%,1.30
12M 2017,1.14 B,290.94,23.37,4.05,,2.62%,8.09%,10.56%,1.31
12M 2018,1.14 B,-1075.83,-6.32,4.07,"1,644.33 B",-10.49%,-41.21%,11.26%,1.31
12M 2019,1.14 B,200.76,16.34,2.11,"1,487.32 B",2.05%,7.68%,10.65%,1.27
12M 2020,1.14 B,621.49,6.60,2.43,"1,766.37 B",5.87%,19.40%,10.94%,1.40
12M 2021,1.14 B,-60.61,-255.32,8.48,"1,770.91 B",-0.59%,-2.47%,12.11%,1.74
12M 2022,1.14 B,823.10,41.31,20.48,"1,702.13 B",9.75%,20.44%,14.11%,5.50
12M 2023,1.14 B,991.87,40.23,23.99,"1,742.35 B",11.41%,19.76%,17.91%,6.37
12M 2024,1.14 B,856.48,51.23,27.46,"1,679.31 B",9.94%,14.55%,18.37%,9.48
