Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2010,,,,,,,,,,,,,3.14,,1.37
12M 2011,203.47,90.87,65.56,228.78,1.79,2.44,4.02,4.02,22.59,22.84,0.14,0.13,0.58,0.58,2.43
12M 2012,193.98,84.71,49.25,229.44,1.88,1.91,4.31,4.63,4.82,2.83,0.16,0.14,3.06,3.06,1.23
12M 2013,120.75,95.04,45.76,170.03,3.02,2.38,3.84,3.61,3.12,3.02,0.16,0.14,1.04,1.04,2.44
12M 2014,50.11,106.33,59.22,97.22,7.28,9.28,3.43,3.12,2.6,2.28,0.11,0.11,-0.55,-0.55,0.56
12M 2015,38.8,70.45,36.35,72.9,9.41,6.26,5.18,5.64,3.55,3.39,0.13,0.13,1.81,1.81,2.18
12M 2016,123.97,52.18,51.39,124.76,2.94,3.06,6.99,7.78,3.39,3.33,0.13,0.13,1.16,1.16,2.58
12M 2017,163.81,35.67,43.52,155.96,2.23,3.5,10.23,11.21,0.38,0.38,0.14,0.15,1.57,1.57,2.48
12M 2018,169.11,27.91,19.29,177.73,2.16,2.87,13.08,13.86,0.21,0.22,0.16,0.16,2.12,2.12,1.76
12M 2019,167.02,27.05,9.63,184.44,2.19,4.54,13.49,13.35,0.21,0.21,0.15,0.16,3.55,3.55,1.39
12M 2020,116.4,25.96,8.22,134.14,3.14,4.77,14.06,11.44,0.22,0.22,0.17,0.16,11.09,11.09,1.14
12M 2021,98.97,28.53,15.03,112.47,3.69,5.45,12.79,12.53,0.24,0.26,0.18,0.19,3.57,3.57,1.43
12M 2022,98.97,23.38,28.32,94.03,3.69,6.3,15.61,54.76,0.24,0.24,0.18,0.2,-3.14,-3.14,0.55
12M 2023,122.21,5.53,41.19,86.55,2.99,3.71,65.98,73.76,0.24,0.24,0.19,0.2,-0.78,-0.78,0.28
12M 2024,137.68,3.16,53.72,87.12,2.65,5.18,115.61,212.06,0.23,0.23,0.18,0.19,-0.97,-0.97,0.29
