Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2007,,,,,,,,,,,,,,,0.0
12M 2008,,,,,,,,,36.75,32.03,0.36,0.4,,,0.0
12M 2009,,,,,,,,,23.53,21.97,0.45,0.52,,,0.0
12M 2010,,,,,,,,,18.28,15.77,0.48,0.43,,,0.0
12M 2011,,,,,,,,,17.58,17.05,0.44,0.4,,,0.0
12M 2012,,,,,,,,,20.14,22.74,0.44,0.47,,,0.0
12M 2013,,,,,,,,,29.46,35.93,0.44,0.41,,,0.0
12M 2014,,,,,,,,,31.01,26.89,0.34,0.31,,,0.0
12M 2015,,,,,,,,,33.23,37.57,0.33,0.34,,,0.0
12M 2016,,,,,,,,,33.08,27.0,0.32,0.3,,,0.0
12M 2017,,,,,,,,,31.42,32.51,0.3,0.29,,,0.0
12M 2018,,,,,,,,,29.77,23.91,0.32,0.3,,,0.0
12M 2019,,,,,,,,,23.89,24.35,0.31,0.32,,,0.0
12M 2020,,,,,,,,,20.37,22.93,0.3,0.35,,,0.0
12M 2021,,,,,,,,,19.83,21.0,0.3,0.31,,,0.0
12M 2022,,,,,,,,,24.44,25.54,0.31,0.3,,,0.0
12M 2023,,,,,,,,,27.18,27.0,0.32,0.3,,,0.0
12M 2024,,,,,,,,,25.83,25.66,0.32,0.3,,,0.0
