Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2007,2.00 B,-140.92,-2.63,0.53,,-5.98%,-110.53%,9.11%,
12M 2008,2.00 B,10.36,8.69,0.12,,0.60%,7.51%,13.05%,
12M 2009,2.00 B,30.34,5.27,0.24,,2.36%,18.04%,14.80%,
12M 2010,2.00 B,68.93,8.99,0.83,,3.83%,30.02%,16.29%,
12M 2011,2.00 B,2.70,92.59,0.30,,0.14%,1.24%,13.33%,
12M 2012,2.00 B,3.81,48.56,0.23,,0.23%,1.72%,11.78%,
12M 2013,2.00 B,33.18,7.08,0.30,,1.73%,12.99%,11.72%,
12M 2014,2.00 B,18.17,11.28,0.26,,0.69%,6.64%,10.44%,
12M 2015,3.48 B,4.50,17.78,0.16,,0.30%,2.07%,9.52%,
12M 2016,3.48 B,17.32,8.08,0.25,,0.90%,7.40%,9.22%,
12M 2017,3.48 B,51.89,3.78,0.32,,2.33%,18.25%,11.22%,
12M 2018,3.48 B,61.81,5.05,0.42,996.13 B,2.44%,18.37%,11.57%,
12M 2019,3.48 B,74.59,3.70,0.36,"1,054.80 B",3.14%,18.95%,11.81%,
12M 2020,3.48 B,16.48,15.41,0.44,694.15 B,1.09%,4.73%,9.08%,
12M 2021,3.48 B,31.77,7.74,0.55,521.93 B,2.15%,8.29%,8.65%,
12M 2022,3.48 B,56.76,4.55,0.53,607.31 B,3.50%,13.04%,10.08%,
12M 2023,3.48 B,67.90,5.36,0.64,710.92 B,3.56%,13.94%,10.30%,
12M 2024,3.48 B,75.52,4.66,0.57,770.61 B,3.78%,13.90%,10.15%,
