Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2007,2.90,127.50,2.90,127.50,,,,,
12M 2008,0.65,137.86,0.65,137.86,,,,,
12M 2009,0.95,168.19,0.95,168.19,,,,,
12M 2010,2.70,229.63,2.70,229.63,,,,,
12M 2011,1.15,218.33,1.15,218.33,,,,,
12M 2012,0.83,222.14,0.83,222.14,,,,,
12M 2013,0.92,255.32,0.92,255.32,,,,,
12M 2014,0.75,273.49,0.75,273.49,,,,,
12M 2015,0.37,217.03,0.37,217.03,,,,,
12M 2016,0.60,234.18,0.60,234.18,,,,,
12M 2017,0.69,284.31,0.69,284.31,,,,,
12M 2018,0.93,336.54,0.93,336.54,,,,,
12M 2019,0.70,393.68,0.72,384.46,,,,,
12M 2020,0.73,348.51,0.75,339.16,,,,,
12M 2021,0.64,383.07,0.66,373.78,,,,,
12M 2022,0.59,435.17,0.61,422.87,,,,,
12M 2023,0.75,487.13,0.77,472.92,,,,,
12M 2024,0.65,543.48,0.67,529.32,,,,,
