Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,0.65 B,123.97,4.03,0.05,,1.22%,3.04%,4.05%,0.88
12M 2009,0.65 B,163.21,2.88,0.07,,2.08%,4.45%,1.00%,0.64
12M 2010,0.65 B,355.56,4.78,0.20,,4.57%,9.07%,7.63%,13.71
12M 2011,0.65 B,143.20,13.83,0.18,,1.53%,3.54%,1.87%,3.35
12M 2012,0.65 B,20.40,69.61,0.13,,0.20%,0.47%,3.20%,6.42
12M 2013,0.65 B,22.20,45.05,0.07,,0.16%,0.40%,5.95%,9.01
12M 2014,0.65 B,62.76,12.27,0.06,,0.45%,1.10%,6.30%,6.41
12M 2015,0.65 B,201.34,3.77,0.05,,1.19%,3.27%,2.34%,2.12
12M 2016,0.65 B,26.84,30.18,0.06,,0.15%,0.44%,3.74%,2.13
12M 2017,0.65 B,41.58,30.06,0.08,,0.25%,0.72%,7.25%,4.04
12M 2018,0.65 B,1345.46,4.40,0.32,"1,122.58 B",7.54%,17.40%,9.45%,6.18
12M 2019,0.65 B,899.91,2.70,0.15,726.24 B,5.62%,11.40%,4.48%,2.33
12M 2020,0.65 B,138.83,21.97,0.23,602.77 B,0.84%,1.71%,2.16%,1.40
12M 2021,0.65 B,1849.67,2.26,0.22,"1,979.51 B",9.36%,18.44%,19.73%,50.77
12M 2022,0.65 B,967.05,5.84,0.27,"1,337.81 B",4.67%,8.80%,9.62%,41.38
12M 2023,0.65 B,-951.29,-3.21,0.17,(154.23 B),-4.91%,-9.81%,-7.66%,-6.88
12M 2024,0.65 B,-455.38,-6.08,0.13,181.11 B,-2.37%,-4.69%,-4.57%,-3.44
