Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2013,1.65,1.05,0.67,2.4,0.0,0.0,0.13,0.28,1.29
12M 2014,2.08,1.16,0.56,2.11,0.0,0.0,0.08,0.27,0.91
12M 2015,2.27,1.08,0.4,1.9,0.0,0.0,0.26,0.21,0.66
12M 2016,3.77,2.32,0.79,2.33,0.0,0.0,0.26,0.34,1.07
12M 2017,3.61,2.04,0.69,2.19,0.0,0.0,0.35,0.32,0.96
12M 2018,3.56,1.98,0.65,2.12,0.0,0.0,0.4,0.31,0.89
12M 2019,2.45,1.26,0.64,2.12,0.0,0.0,0.46,0.3,0.93
12M 2020,2.07,1.08,0.58,2.16,0.0,0.0,0.39,0.11,0.99
12M 2021,2.16,0.95,0.4,1.94,0.0,0.0,0.31,0.21,0.79
12M 2022,2.45,1.14,0.0,1.71,0.0,0.0,0.16,0.15,0.6
12M 2023,2.57,1.32,0.0,1.81,0.0,0.0,0.04,0.09,0.58
12M 2024,2.57,1.27,0.54,2.36,0.0,0.0,0.39,0.23,1.04
