Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,1.34 B,423.72,1.65,0.06,,2.28%,8.33%,8.75%,2.55
12M 2009,1.34 B,222.76,8.08,0.22,,1.34%,4.87%,5.63%,2.79
12M 2010,1.34 B,313.49,9.57,0.33,,2.00%,6.90%,3.98%,2.29
12M 2011,1.34 B,479.75,4.43,0.23,,2.75%,9.52%,5.45%,3.06
12M 2012,1.34 B,252.06,7.86,0.21,,1.30%,4.50%,4.29%,1.42
12M 2013,1.34 B,246.66,7.30,0.16,,1.04%,3.38%,1.64%,0.60
12M 2014,2.67 B,95.35,8.91,0.15,,0.76%,2.20%,1.04%,0.49
12M 2015,2.67 B,7.28,67.99,0.09,,0.05%,0.15%,0.63%,0.32
12M 2016,2.67 B,38.12,19.15,0.15,,0.30%,0.81%,0.51%,0.29
12M 2017,3.11 B,117.41,24.87,0.67,,1.05%,2.71%,1.25%,0.69
12M 2018,3.11 B,1124.64,9.87,2.30,"1,874.96 B",8.15%,19.57%,1.79%,0.77
12M 2019,3.11 B,756.64,13.58,2.16,"1,641.04 B",5.53%,12.23%,1.06%,0.47
12M 2020,3.11 B,694.53,14.18,2.43,"1,872.57 B",4.99%,10.14%,1.68%,0.81
12M 2021,3.11 B,1141.73,6.59,1.60,"1,877.91 B",7.87%,14.18%,1.99%,1.20
12M 2022,3.11 B,2214.01,3.18,1.29,"2,098.55 B",12.47%,19.93%,2.32%,1.50
12M 2023,3.11 B,842.85,8.66,1.39,"2,048.28 B",4.71%,7.12%,2.13%,1.37
12M 2024,3.11 B,1512.77,3.95,1.19,"1,953.71 B",7.56%,10.88%,2.22%,1.57
