Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2008,"1,318 B","(1,342 B)",(24 B),-18.09
12M 2009,"1,372 B",(172 B),"1,200 B",898.53
12M 2010,"1,275 B",(718 B),557 B,416.79
12M 2011,"1,102 B",(755 B),347 B,259.64
12M 2012,"1,373 B",(821 B),553 B,413.94
12M 2013,(879 B),(764 B),"(1,643 B)",-1230.02
12M 2014,"2,292 B",(950 B),"1,342 B",502.50
12M 2015,"4,880 B","(1,244 B)","3,636 B",1360.96
12M 2016,"2,031 B","2,701 B","4,733 B",1771.69
12M 2017,619 B,179 B,798 B,256.44
12M 2018,592 B,(72 B),519 B,166.79
12M 2019,"2,216 B",130 B,"2,346 B",753.66
12M 2020,"2,485 B",(95 B),"2,391 B",767.90
12M 2021,"1,393 B",(464 B),929 B,298.36
12M 2022,"1,882 B",(673 B),"1,209 B",388.29
12M 2023,"1,544 B","(1,196 B)",348 B,111.87
12M 2024,"1,462 B",(516 B),946 B,303.99
