Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2015,,,,,,,,,,,,,879.99,,1.0
12M 2016,10.05,136.42,135.43,11.04,36.3,25.91,2.68,2.51,6.57,6.89,1.46,1.2,4.39,4.39,1.64
12M 2017,12.68,129.62,138.95,3.35,28.79,24.65,2.82,2.52,7.96,7.57,1.53,1.43,5.3,5.3,1.57
12M 2018,13.23,130.81,157.58,-13.54,27.59,24.84,2.79,2.25,7.73,6.97,1.59,1.33,11.16,11.16,1.21
12M 2019,7.63,86.3,110.04,-16.11,47.84,32.49,4.23,3.48,9.88,8.6,1.92,1.56,-12.13,-12.13,0.78
12M 2020,13.14,122.13,154.7,-19.43,27.79,33.52,2.99,3.36,6.56,6.36,1.23,1.29,-6.09,-6.09,0.68
12M 2021,14.85,112.98,115.1,12.73,24.59,30.23,3.23,3.13,7.81,8.44,1.39,1.46,-5.79,-5.79,0.67
12M 2022,12.36,111.76,105.74,18.38,29.53,32.72,3.27,2.95,10.76,10.97,1.69,1.75,-6.9,-6.9,0.71
12M 2023,7.51,84.02,104.96,-13.43,48.6,60.71,4.34,4.52,16.19,17.79,2.25,2.18,-9.66,-9.66,0.73
12M 2024,4.49,75.75,91.51,-11.27,81.22,79.38,4.82,4.36,21.6,22.26,2.48,2.41,-11.39,-11.39,0.77
