Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,2.38 B,-892.20,-0.06,0.03,,-43.16%,23.39%,52.12%,-44.87
12M 2009,2.38 B,497.62,0.26,0.09,,25.88%,-15.01%,-16.32%,21.56
12M 2010,2.38 B,140.93,1.70,0.13,,8.40%,-4.23%,-5.79%,7.88
12M 2011,2.38 B,256.37,1.76,0.19,,16.54%,-8.30%,-0.41%,0.20
12M 2012,2.50 B,-124.45,-1.55,0.08,,-7.96%,4.03%,3.18%,-1.29
12M 2013,2.50 B,-146.93,-0.54,0.03,,-8.50%,3.63%,2.87%,-1.19
12M 2014,2.50 B,-398.47,-0.24,0.04,,-29.07%,8.81%,4.03%,-2.19
12M 2015,2.50 B,-95.44,-0.57,0.03,,-7.43%,1.87%,0.45%,-0.48
12M 2016,2.50 B,-63.28,-0.87,0.03,,-5.09%,1.25%,0.29%,-0.57
12M 2017,2.50 B,-23.64,-3.00,0.03,,-1.88%,0.46%,-0.28%,0.72
12M 2018,2.50 B,73.27,2.05,0.05,357.98 B,5.30%,-1.36%,-2.40%,3.87
12M 2019,2.50 B,-67.54,-0.87,0.03,14.41 B,-5.01%,1.29%,0.41%,-0.61
12M 2020,2.50 B,-120.02,-0.50,0.04,(135.55 B),-9.19%,2.21%,1.71%,-2.52
12M 2021,2.50 B,9.67,8.48,0.04,209.62 B,0.71%,-0.18%,-1.14%,1.72
12M 2022,2.50 B,73.40,0.75,0.02,351.82 B,5.15%,-1.24%,-2.11%,3.15
12M 2023,2.50 B,68.54,0.73,0.03,(236.72 B),5.25%,-1.16%,2.38%,-4.42
12M 2024,2.50 B,-308.02,-0.07,0.02,(638.49 B),-43.65%,4.74%,5.03%,-17.24
