Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,5.93,,8.03,,1.31,,0.74,-0.32,-0.32,0.09
12M 2009,56.33,45.02,30.73,70.62,6.48,5.78,8.11,7.82,1.38,1.5,0.74,0.76,-0.34,-0.34,0.12
12M 2010,50.72,40.88,26.73,64.87,7.2,7.07,8.93,9.49,2.17,2.39,1.04,1.08,-0.49,-0.49,0.19
12M 2011,46.22,44.2,15.43,74.99,7.9,7.87,8.26,7.43,3.64,4.07,1.46,1.47,-0.66,-0.66,0.2
12M 2012,48.79,48.8,13.62,83.97,7.48,7.39,7.48,7.59,4.63,5.2,1.53,1.58,-0.64,-0.65,0.2
12M 2013,45.3,46.1,15.81,75.59,8.06,7.47,7.92,7.15,6.19,6.65,1.7,1.61,-0.64,-0.64,0.21
12M 2014,49.57,57.07,20.7,85.94,7.36,7.51,6.4,6.44,7.01,8.4,1.6,1.68,-0.52,-0.52,0.16
12M 2015,51.9,63.63,17.38,98.15,7.03,6.78,5.74,5.54,6.46,5.96,1.58,1.5,-0.4,-0.4,0.13
12M 2016,42.94,65.88,13.21,95.61,8.5,8.62,5.54,5.61,5.36,5.27,1.52,1.55,-0.36,-0.36,0.11
12M 2017,32.53,56.45,10.51,78.47,11.22,9.8,6.47,6.7,5.78,5.82,1.71,1.71,-0.4,-0.4,0.11
12M 2018,29.05,45.17,6.92,67.3,12.56,11.19,8.08,7.38,7.2,6.87,2.07,1.94,-0.49,-0.49,0.12
12M 2019,32.6,56.91,9.02,80.49,11.2,12.11,6.41,6.24,5.77,5.79,1.66,1.68,-0.42,-0.42,0.12
12M 2020,42.73,78.7,18.44,102.99,8.54,9.07,4.64,4.98,3.85,3.73,1.15,1.16,-0.27,-0.27,0.11
12M 2021,33.97,55.46,17.88,71.55,10.74,9.58,6.58,6.62,5.18,5.15,1.6,1.58,-0.38,-0.38,0.11
12M 2022,31.86,54.15,15.65,70.36,11.46,10.64,6.74,5.97,5.39,5.25,1.7,1.62,-0.39,-0.39,0.11
12M 2023,36.24,70.96,19.54,87.66,10.07,10.54,5.14,5.58,4.03,4.14,1.3,1.35,-0.29,-0.29,0.09
12M 2024,29.02,70.45,21.84,77.63,12.58,17.63,5.18,6.66,2.88,2.99,1.21,1.36,-0.19,-0.19,0.04
