Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2011,0.05 B,0.83,3430.12,16.61,,0.08%,0.17%,-16.11%,-29.97
12M 2012,0.05 B,0.34,15305.88,9.36,,0.03%,0.07%,0.26%,1.70
12M 2013,0.05 B,0.59,2893.22,0.87,,0.05%,0.11%,1.53%,1.49
12M 2014,0.22 B,24.76,4.32,0.25,,3.73%,22.41%,20.39%,1.68
12M 2015,0.22 B,-14.31,-6.43,0.22,,-1.76%,-14.61%,5.32%,0.52
12M 2016,0.22 B,2.65,37.36,0.19,,0.32%,2.34%,8.88%,1.35
12M 2017,10.69 B,-47.98,-5.00,0.67,,-16.58%,-1579.20%,74.76%,4.55
12M 2018,10.69 B,-84.91,-2.45,0.53,(808.99 B),-31.89%,112.42%,-206.59%,-11.90
12M 2019,10.69 B,-14.74,-12.48,0.29,134.37 B,-6.03%,-79.83%,0.04%,
12M 2020,10.69 B,-257.81,-0.71,1.22,"(1,657.02 B)",-45.30%,94.49%,-324.20%,-10.49
12M 2021,10.69 B,-218.58,-0.84,3.14,(658.37 B),-45.36%,44.85%,1013.70%,-6.35
12M 2022,10.69 B,-154.41,-1.24,0.54,(678.94 B),-30.80%,24.19%,74.12%,-4.00
12M 2023,10.69 B,-101.20,-1.24,0.20,98.71 B,-17.68%,13.67%,30.82%,-1.94
12M 2024,10.69 B,-142.95,-0.60,0.12,94.72 B,-26.72%,16.18%,26.92%,-1.86
