Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,1.64 B,-26.38,-2.05,2.88,,-19.93%,-36.12%,6.17%,
12M 2009,1.64 B,-13.20,-4.09,2.90,,-11.09%,-21.82%,3.96%,
12M 2010,1.64 B,-3.06,-17.65,2.95,,-2.62%,-5.36%,2.49%,
12M 2011,1.91 B,-9.63,-5.61,4.05,,-9.39%,-24.42%,-0.08%,
12M 2012,1.91 B,-7.63,-13.24,6.39,,-8.15%,-16.88%,-0.05%,
12M 2013,3.03 B,36.07,2.50,4.60,,19.61%,30.41%,5.18%,
12M 2014,3.03 B,5.61,16.93,2.92,,2.77%,4.53%,6.53%,3.75
12M 2015,4.67 B,26.21,3.36,3.68,,9.21%,15.75%,4.83%,2.93
12M 2016,4.67 B,6.08,14.80,3.69,,1.72%,3.49%,2.74%,2.03
12M 2017,4.67 B,-3.42,-21.35,3.13,,-0.91%,-1.84%,0.79%,0.34
12M 2018,4.67 B,-9.98,-8.82,3.15,7.72 B,-2.26%,-5.70%,-1.48%,-0.48
12M 2019,4.67 B,-0.22,-227.27,0.71,86.28 B,-0.05%,-0.13%,3.81%,1.13
12M 2020,5.03 B,10.02,4.99,0.47,176.31 B,2.37%,5.88%,8.68%,2.08
12M 2021,5.03 B,-1.25,-44.00,0.94,102.09 B,-0.31%,-0.73%,4.09%,1.17
12M 2022,5.03 B,-0.14,-364.29,0.78,109.97 B,-0.04%,-0.09%,4.66%,1.41
12M 2023,5.03 B,-8.93,-5.60,0.95,89.91 B,-2.31%,-5.97%,3.29%,0.85
12M 2024,5.03 B,-2.05,-13.17,0.53,92.10 B,-0.55%,-1.26%,3.38%,0.81
