Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,5.26,,127.31,,,,0.13,-0.45,-0.45,0.16
12M 2009,83.44,86.89,,170.33,4.37,3.98,4.2,4.23,,,0.15,0.15,-0.46,-0.46,0.24
12M 2010,100.96,152.42,,253.38,3.62,3.31,2.39,2.39,,,0.16,0.16,-0.43,-0.43,0.23
12M 2011,128.85,93.28,,222.13,2.83,2.55,3.91,3.92,,,0.13,0.13,-0.35,-0.35,0.2
12M 2012,89.66,0.04,,89.7,4.07,4.42,8565.14,911578.46,,,0.16,0.17,0.92,0.92,1.5
12M 2013,25.18,4.85,13.03,17.0,14.49,21.21,75.21,45.73,,,0.16,0.11,46.91,46.91,1.03
12M 2014,16.31,5.28,17.61,3.98,22.37,20.63,69.17,76.36,,,0.17,0.17,-7.3,-7.3,0.79
12M 2015,17.14,6.6,18.47,5.27,21.29,24.64,55.27,44.7,,,0.11,0.09,6.76,6.76,1.15
12M 2016,17.48,7.52,30.74,-5.74,20.88,18.24,48.55,64.64,,,0.08,0.07,4.43,4.43,1.35
12M 2017,21.39,4.02,41.16,-15.75,17.07,18.57,90.71,85.9,,,0.06,0.06,7.97,7.97,1.13
12M 2018,21.05,1506.41,54.62,1472.84,17.34,15.04,0.24,0.24,,,0.07,0.07,0.41,0.41,1.6
12M 2019,11.68,1227.19,29.59,1209.28,31.25,28.75,0.3,0.28,,,0.16,0.15,0.87,0.87,1.63
12M 2020,8.98,732.22,21.93,719.27,40.65,77.37,0.5,1.1,,,0.25,0.5,0.87,0.87,2.61
12M 2021,15.02,1248.01,35.31,1227.72,24.3,27.57,0.29,0.29,,,0.14,0.14,0.48,0.48,2.69
12M 2022,12.16,812.59,23.38,801.37,30.0,30.01,0.45,0.46,,,0.17,0.17,1.01,1.01,2.31
12M 2023,15.12,684.72,48.48,651.36,24.14,23.9,0.53,0.57,,,0.14,0.14,1.05,1.05,1.98
12M 2024,13.41,711.07,64.94,659.54,27.22,31.17,0.51,0.51,,,0.14,0.14,1.38,1.38,1.82
