Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,1.32,0.82,0.88,3.87,0.0,0.0,0.41,0.23,2.87
12M 2009,1.49,0.9,0.87,3.0,0.0,0.0,0.68,0.29,2.0
12M 2010,1.42,0.87,1.06,3.05,0.0,0.0,0.86,0.35,2.05
12M 2011,1.37,0.82,1.14,3.41,0.0,0.0,0.94,0.33,2.41
12M 2012,1.37,0.84,1.1,3.69,0.0,0.0,0.84,0.3,2.69
12M 2013,1.33,0.76,1.41,4.11,0.0,0.0,1.25,0.34,3.11
12M 2014,1.3,0.8,1.78,4.35,0.0,0.0,1.26,0.41,3.35
12M 2015,1.27,0.75,1.93,4.71,0.0,0.0,1.68,0.41,3.71
12M 2016,1.24,0.75,2.07,5.12,0.0,0.0,1.83,0.4,4.12
12M 2017,1.2,0.74,1.62,4.41,0.0,0.0,1.35,0.37,3.41
12M 2018,1.17,0.68,1.81,5.14,0.0,0.0,1.65,0.35,4.14
12M 2019,1.15,0.66,2.09,5.23,0.0,0.0,1.97,0.4,4.23
12M 2020,1.14,0.71,1.67,5.08,0.0,0.0,1.46,0.33,4.08
12M 2021,1.14,0.65,1.92,5.09,0.0,0.0,1.72,0.38,4.09
12M 2022,1.13,0.65,2.19,5.41,0.0,0.0,2.09,0.4,4.41
12M 2023,1.12,0.71,2.55,5.9,0.0,0.0,2.34,0.43,4.9
12M 2024,1.11,0.7,3.0,6.27,0.0,0.0,2.81,0.48,5.27
