Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,0.73 B,13.08,6.80,0.07,,3.08%,11.94%,45.04%,3.90
12M 2009,0.73 B,13.07,8.42,0.08,,3.55%,10.66%,30.29%,3.04
12M 2010,0.73 B,2.07,35.75,0.06,,0.55%,1.66%,12.73%,1.25
12M 2011,0.73 B,5.50,12.18,0.05,,1.24%,4.22%,16.47%,1.52
12M 2012,0.73 B,13.53,6.73,0.06,,2.55%,9.41%,20.41%,2.30
12M 2013,0.73 B,14.08,6.82,0.05,,2.17%,8.92%,23.12%,2.10
12M 2014,0.73 B,10.05,8.66,0.04,,1.38%,6.01%,23.30%,1.45
12M 2015,0.73 B,16.36,4.22,0.03,,1.88%,8.87%,28.54%,1.62
12M 2016,0.73 B,15.26,6.09,0.03,,1.51%,7.75%,29.82%,1.56
12M 2017,1.27 B,11.13,9.88,0.07,,1.51%,6.67%,24.43%,1.71
12M 2018,1.27 B,15.26,6.23,0.05,67.83 B,1.63%,8.38%,25.48%,1.82
12M 2019,1.27 B,6.19,15.35,0.04,70.63 B,0.64%,3.35%,24.84%,1.22
12M 2020,1.27 B,2.20,47.27,0.05,59.62 B,0.24%,1.22%,20.06%,1.17
12M 2021,1.27 B,7.51,18.11,0.06,73.52 B,0.79%,4.04%,21.98%,1.45
12M 2022,1.27 B,19.20,17.29,0.13,90.49 B,1.75%,9.45%,26.79%,1.92
12M 2023,1.27 B,25.97,6.08,0.06,124.37 B,2.02%,11.91%,32.88%,1.83
12M 2024,1.27 B,13.29,9.93,0.04,120.01 B,0.96%,5.99%,27.12%,1.40
