Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,1.39,0.81,1.22,4.03,0.0,0.0,1.14,0.3,3.0
12M 2009,1.48,0.89,1.04,3.74,0.0,0.0,0.93,0.28,2.73
12M 2010,1.45,0.91,1.02,3.8,0.0,0.0,0.82,0.27,2.78
12M 2011,1.43,0.87,1.34,3.92,0.0,0.0,1.13,0.34,2.9
12M 2012,1.4,0.84,1.38,4.14,0.0,0.0,1.22,0.33,3.12
12M 2013,1.44,0.94,1.26,3.91,0.0,0.0,1.15,0.32,2.9
12M 2014,1.55,0.94,1.03,3.42,0.0,0.0,0.98,0.3,2.4
12M 2015,1.6,0.97,0.91,3.18,0.0,0.0,0.88,0.29,2.17
12M 2016,1.72,1.1,0.59,2.88,0.0,0.0,0.56,0.2,1.87
12M 2017,1.78,1.1,0.09,2.74,0.0,0.0,0.04,0.03,1.73
12M 2018,1.71,1.01,0.35,2.82,0.0,0.0,0.15,0.13,1.81
12M 2019,2.16,1.57,0.03,2.15,0.0,0.0,-0.41,0.01,1.15
12M 2020,2.18,1.72,0.0,2.1,0.0,0.0,-0.66,0.0,1.1
12M 2021,2.33,1.64,0.0,1.93,0.0,0.0,-0.19,0.0,0.93
12M 2022,2.06,1.5,0.01,2.12,0.0,0.0,-0.28,0.0,1.08
12M 2023,1.96,1.48,0.03,2.18,0.0,0.0,-0.47,0.01,1.13
12M 2024,2.06,1.52,0.05,2.1,0.0,0.0,-0.31,0.03,1.06
