Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,7.06,,6.31,,38.9,,2.86,11.2,11.2,1.39
12M 2009,47.8,46.4,35.66,58.54,7.64,8.49,7.87,7.69,40.68,39.43,3.2,3.26,11.26,11.26,1.48
12M 2010,45.62,40.44,33.9,52.16,8.0,7.74,9.03,8.9,43.54,41.88,3.47,3.39,11.29,11.29,1.45
12M 2011,45.28,40.58,30.85,55.01,8.06,7.86,8.99,8.87,43.64,40.62,3.44,3.32,11.93,11.93,1.43
12M 2012,44.07,41.98,29.24,56.81,8.28,7.91,8.69,8.53,44.21,43.65,3.43,3.34,12.37,12.37,1.4
12M 2013,46.04,40.59,29.91,56.72,7.93,8.16,8.99,9.4,46.65,46.72,3.4,3.44,11.77,11.77,1.44
12M 2014,41.75,36.11,25.28,52.58,8.74,8.18,10.11,10.26,57.74,60.54,3.83,3.72,11.67,11.67,1.55
12M 2015,42.7,39.83,25.84,56.69,8.55,8.18,9.16,8.48,64.88,66.86,3.72,3.46,10.52,10.52,1.6
12M 2016,45.35,39.27,29.58,55.04,8.05,7.91,9.29,9.1,75.22,80.48,3.61,3.54,9.22,9.22,1.72
12M 2017,45.81,39.75,42.72,42.84,7.97,7.94,9.18,7.92,90.91,96.03,3.58,3.34,8.35,8.35,1.78
12M 2018,35.59,38.05,41.42,32.22,10.25,9.81,9.59,8.85,130.58,137.31,4.04,3.75,9.48,9.48,1.71
12M 2019,32.34,32.88,36.35,28.87,11.29,12.02,11.1,14.95,147.8,149.83,4.13,4.48,9.04,9.04,2.16
12M 2020,31.67,23.58,34.88,20.37,11.52,10.88,15.48,16.35,153.69,157.58,3.93,3.57,7.52,7.52,2.18
12M 2021,33.99,27.16,36.59,24.56,10.74,9.71,13.44,11.6,154.95,154.2,3.53,3.42,6.81,6.81,2.33
12M 2022,35.36,30.22,41.22,24.36,10.32,9.79,12.08,12.22,105.15,91.56,3.42,3.2,6.8,6.8,2.06
12M 2023,34.74,27.78,45.47,17.05,10.51,10.02,13.14,13.39,51.02,38.21,3.25,3.13,7.6,7.6,1.96
12M 2024,37.64,29.51,47.65,19.5,9.7,9.95,12.37,10.39,34.8,35.13,2.89,2.92,6.69,6.69,2.06
