Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,1.05,1.05,0.08,1.12,0.0,0.0,0.06,0.07,0.12
12M 2009,41.7,38.98,0.0,1.76,0.0,0.0,-0.13,0.0,0.76
12M 2010,49.11,48.87,0.0,1.74,0.0,0.0,-0.07,0.0,0.74
12M 2011,7.85,7.18,0.0,1.42,0.0,0.0,-0.36,0.0,0.42
12M 2012,4.15,3.96,0.02,1.29,0.0,0.0,-0.93,0.01,0.29
12M 2013,6.57,5.52,0.03,1.21,0.0,0.0,0.02,0.02,0.21
12M 2014,2.01,1.16,0.02,1.18,0.0,0.0,-0.01,0.01,0.18
12M 2015,1.72,0.23,0.02,1.14,0.0,0.0,0.02,0.02,0.14
12M 2016,0.73,0.52,0.03,1.16,0.0,0.0,0.03,0.03,0.16
12M 2017,0.58,0.12,0.03,1.25,0.0,0.0,0.03,0.02,0.25
12M 2018,1.41,0.27,0.03,1.23,0.0,0.0,0.02,0.02,0.23
12M 2019,0.46,0.34,0.03,1.29,0.0,0.0,0.03,0.02,0.29
12M 2020,0.43,0.32,0.03,1.34,0.0,0.0,0.03,0.02,0.34
12M 2021,0.55,0.45,0.03,1.39,0.0,0.0,0.01,0.02,0.39
12M 2022,2.02,1.49,0.03,1.32,0.0,0.0,0.02,0.02,0.32
12M 2023,1.4,1.3,0.0,1.33,0.0,0.0,-0.16,0.0,0.33
12M 2024,1.28,1.14,0.0,1.22,0.0,0.0,-0.02,0.0,0.22
