Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,,,,,,,,39.47,,1.05
12M 2009,,,,,,,,,,,,,,,41.7
12M 2010,,96.02,20.98,75.04,,17640.38,3.8,3.8,0.12,0.12,0.06,0.06,0.18,0.18,49.11
12M 2011,33.75,19.59,3.64,49.7,10.81,4.94,18.63,6.79,1.61,1.58,0.71,0.71,1.78,1.78,7.85
12M 2012,15.22,43.73,10.45,48.5,23.99,4.28,8.35,10.24,3.86,3.4,0.77,0.49,0.79,0.79,4.15
12M 2013,32.8,97.05,18.07,111.78,11.13,9.97,3.76,3.4,1.3,1.33,0.25,0.37,0.58,0.6,6.57
12M 2014,47.96,76.81,22.0,102.77,7.61,5.71,4.75,6.19,1.31,1.39,0.36,0.36,5.07,5.07,2.01
12M 2015,406.82,78.62,37.62,447.82,0.9,,4.64,5.16,0.12,0.12,0.02,0.02,0.88,0.88,1.72
12M 2016,,1882.12,1340.24,541.88,,,0.19,0.2,0.08,0.29,,,-0.67,-0.67,0.73
12M 2017,,63.92,133.71,-69.79,,13.54,5.71,4.17,7.17,8.12,0.16,0.16,-3.77,-3.77,0.58
12M 2018,0.03,60.22,69.17,-8.92,11586.35,65.72,6.06,5.86,74.48,105.01,0.59,0.55,17.78,17.78,1.41
12M 2019,0.07,57.92,77.19,-19.2,5544.51,22.29,6.3,17.43,256.68,574.96,0.29,0.29,-8.08,-8.08,0.46
12M 2020,,302.51,2468.1,-2165.59,,,1.21,1.16,,,,,,,0.43
12M 2021,,61.29,555.42,-494.13,,,5.95,5.91,139.42,119.28,0.07,0.07,-1.69,-1.69,0.55
12M 2022,19.39,26.46,67.3,-21.45,18.83,12.69,13.79,11.28,160.33,89.38,0.82,0.78,9.45,9.45,2.02
12M 2023,21.82,22.12,28.04,15.9,16.73,35.3,16.5,19.02,117.51,129.0,0.9,0.86,10.13,10.13,1.4
12M 2024,27.29,21.74,35.18,13.85,13.38,15.38,16.79,20.88,73.72,84.43,0.45,0.49,12.39,12.39,1.28
