Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,0.00 B,-38531.07,-0.00,0.00,,-8.66%,-9.73%,-13.03%,
12M 2009,2.50 B,-3.73,-19.30,0.00,,-2.09%,-3.69%,-3.12%,
12M 2010,2.50 B,0.34,182.35,6.05,,0.19%,0.33%,-0.43%,
12M 2011,2.50 B,29.55,19.63,4.54,,15.91%,22.55%,30.38%,
12M 2012,2.50 B,376.76,10.35,12.12,,57.70%,74.20%,0.00%,
12M 2013,2.50 B,-29.09,-53.28,11.26,,-6.74%,-8.15%,-5.59%,
12M 2014,2.50 B,-22.94,-15.82,2.45,,-5.69%,-6.72%,-7.83%,
12M 2015,2.50 B,-85.94,-3.03,33.25,,-25.89%,-29.60%,-28.49%,
12M 2016,2.50 B,-27.68,-9.39,194.60,,-9.35%,-10.86%,-1.08%,
12M 2017,2.50 B,0.18,938.89,3.39,,0.06%,0.07%,-0.18%,
12M 2018,2.50 B,13.24,17.98,1.23,110.82 B,3.93%,4.82%,10.77%,
12M 2019,2.50 B,-22.72,-6.82,1.68,(23.88 B),-7.42%,-9.61%,-5.66%,
12M 2020,2.50 B,-7.06,-10.62,0.00,(17.98 B),-2.23%,-3.00%,-2.56%,
12M 2021,2.50 B,-1.23,-60.98,3.18,17.39 B,-0.38%,-0.52%,0.99%,
12M 2022,2.50 B,44.62,4.19,0.64,174.84 B,11.59%,15.25%,19.92%,
12M 2023,2.50 B,25.34,16.50,1.17,140.27 B,6.19%,8.25%,11.12%,
12M 2024,2.50 B,-20.37,-10.70,1.26,(45.33 B),-5.66%,-6.88%,-6.00%,
