Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,0.88,553.87,0.88,553.87,,,,,
12M 2009,1.27,624.49,1.27,624.49,,,,,
12M 2010,2.09,876.42,2.17,845.25,,,,,
12M 2011,1.38,1011.35,1.42,980.19,,,,,
12M 2012,1.18,1170.42,1.21,1146.48,,,,,
12M 2013,1.00,1323.20,1.02,1296.80,,,,,
12M 2014,1.10,1438.47,1.12,1406.67,,,,,
12M 2015,0.63,1583.06,0.64,1550.31,,,,,
12M 2016,0.64,863.46,0.65,844.97,,,,,
12M 2017,0.81,767.07,0.83,749.76,,,,,
12M 2018,0.78,800.63,0.80,782.86,,,,,
12M 2019,1.48,857.17,1.51,838.73,,,,,
12M 2020,2.41,1250.64,2.45,1230.64,,,,,
12M 2021,1.52,1011.95,1.54,996.91,,,,,
12M 2022,0.98,1039.69,1.00,1019.38,,,,,
12M 2023,0.83,1105.33,0.85,1079.37,,,,,
12M 2024,0.80,1177.49,0.83,1142.05,,,,,
