Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,,,,,3.73,,0.1,,,0.0
12M 2009,,,,,,,,,4.87,5.01,0.11,0.11,,,0.0
12M 2010,,,,,,,,,6.69,8.54,0.1,0.09,,,0.0
12M 2011,,,,,,,,,11.44,11.68,0.1,0.09,,,0.0
12M 2012,,,,,,,,,13.64,13.67,0.09,0.08,,,0.0
12M 2013,,,,,,,,,14.13,13.22,0.09,0.08,,,0.0
12M 2014,,,,,,,,,15.12,14.97,0.1,0.09,,,0.0
12M 2015,,,,,,,,,9.08,9.27,0.1,0.09,,,0.0
12M 2016,,,,,,,,,5.95,6.08,0.09,0.09,,,0.0
12M 2017,,,,,,,,,4.96,5.03,0.08,0.08,,,0.0
12M 2018,,,,,,,,,4.87,4.91,0.08,0.08,,,0.0
12M 2019,,,,,,,,,5.14,5.24,0.08,0.08,,,0.0
12M 2020,,,,,,,,,4.71,4.46,0.07,0.07,,,0.0
12M 2021,,,,,,,,,4.15,4.16,0.06,0.06,,,0.0
12M 2022,,,,,,,,,4.35,4.35,0.06,0.06,,,0.0
12M 2023,,,,,,,,,5.18,5.14,0.07,0.07,,,0.0
12M 2024,,,,,,,,,5.33,5.3,0.07,0.07,,,0.0
