Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2009,0.00 B,534100.00,0.00,0.00,,3.59%,40.16%,-2.34%,-0.17
12M 2010,0.00 B,66600.00,0.00,0.00,,2.47%,6.06%,13.83%,8.08
12M 2011,3.00 B,11.13,136.57,5.70,,1.45%,2.40%,9.89%,2.79
12M 2012,3.00 B,-34.34,-43.97,4.82,,-3.56%,-7.33%,-5.70%,-4.53
12M 2013,3.00 B,-43.42,-19.58,1.82,,-3.38%,-7.95%,-18.26%,-14.17
12M 2014,3.00 B,-88.00,-5.09,2.81,,-6.26%,-18.92%,-12.70%,-9.50
12M 2015,3.00 B,-112.16,-3.57,3.16,,-6.94%,-27.85%,-11.48%,-7.68
12M 2016,3.00 B,-108.37,-4.80,10.07,,-7.33%,-38.48%,-12.48%,-3.88
12M 2017,3.00 B,-69.23,-14.16,7.65,,-4.69%,-32.22%,-4.28%,-1.60
12M 2018,3.00 B,-134.45,-6.69,4.97,(51.24 B),-7.96%,-176.41%,-5.55%,-1.02
12M 2019,3.00 B,-16.27,-43.33,2.38,38.78 B,-0.96%,-7.80%,-6.44%,-0.96
12M 2020,3.00 B,-67.76,-5.84,1.93,(54.38 B),-3.99%,-47.87%,-11.94%,-2.82
12M 2021,3.13 B,-2.18,-114.68,0.47,211.01 B,-0.13%,-1.21%,10.79%,2.81
12M 2022,3.43 B,96.83,3.06,0.28,828.04 B,4.75%,31.78%,19.09%,11.78
12M 2023,3.43 B,-4.24,-51.42,0.17,403.00 B,-0.18%,-1.42%,-0.00%,1.80
12M 2024,3.43 B,6.12,38.56,0.16,348.90 B,0.21%,1.93%,-1.99%,-1.30
