Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2009,(5 B),(23 B),(27 B),-1364400.00
12M 2010,79 B,(89 B),(9 B),-47205.00
12M 2011,(171 B),(522 B),(693 B),-230.85
12M 2012,185 B,(526 B),(341 B),-113.66
12M 2013,(16 B),(301 B),(317 B),-105.64
12M 2014,191 B,(126 B),65 B,21.63
12M 2015,172 B,(140 B),33 B,10.87
12M 2016,(36 B),(61 B),(97 B),-32.25
12M 2017,(9 B),(67 B),(75 B),-25.05
12M 2018,205 B,(193 B),12 B,4.14
12M 2019,246 B,(122 B),124 B,41.31
12M 2020,225 B,(119 B),106 B,35.29
12M 2021,254 B,(89 B),165 B,52.61
12M 2022,527 B,(379 B),148 B,43.11
12M 2023,674 B,(515 B),159 B,46.40
12M 2024,974 B,(850 B),124 B,36.22
