Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2014,2.35 B,5.30,0.00,0.00,,0.62%,4.27%,0.67%,
12M 2015,3.65 B,-12.60,-9.52,1.83,,-2.21%,-12.23%,-3.00%,
12M 2016,3.65 B,1.94,34.54,1.13,,0.34%,1.86%,0.40%,
12M 2017,4.01 B,2.58,43.02,2.09,,0.42%,2.35%,0.63%,
12M 2018,4.52 B,-27.26,-6.35,3.51,(114.33 B),-5.44%,-36.60%,-4.96%,
12M 2019,4.18 B,-8.73,-14.32,2.35,(45.66 B),-1.45%,-12.19%,-2.04%,
12M 2020,4.18 B,8.85,47.80,10.92,56.57 B,1.43%,10.66%,1.73%,
12M 2021,11.68 B,16.47,429.57,234.02,240.73 B,4.14%,14.77%,6.08%,
12M 2022,21.73 B,12.43,142.00,49.96,389.49 B,2.44%,4.21%,4.54%,
12M 2023,21.73 B,20.46,63.05,21.09,629.26 B,3.49%,6.46%,4.83%,
12M 2024,21.73 B,21.50,32.56,10.23,663.46 B,3.34%,6.43%,4.48%,
