Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,0.9,0.69,2.88,6.5,0.0,0.0,2.82,0.44,5.5
12M 2009,1.19,0.71,1.71,3.83,0.0,0.0,1.09,0.45,2.83
12M 2010,1.27,0.95,1.32,3.24,0.0,0.0,0.48,0.41,2.24
12M 2011,1.59,1.16,0.3,1.88,0.0,0.0,-0.1,0.16,0.88
12M 2012,2.61,2.0,0.21,1.57,0.0,0.0,-0.14,0.13,0.57
12M 2013,3.91,2.81,0.16,1.41,0.0,0.0,-0.29,0.11,0.41
12M 2014,2.5,1.66,0.05,1.31,0.0,0.0,-0.12,0.04,0.32
12M 2015,1.86,1.63,0.09,2.15,0.0,0.0,-0.61,0.04,1.19
12M 2016,1.7,1.51,0.11,2.48,0.0,0.0,-0.06,0.04,1.54
12M 2017,1.24,1.0,0.11,2.67,0.0,0.0,-0.13,0.04,1.72
12M 2018,1.8,1.8,0.12,1.82,0.0,0.0,-0.14,0.07,0.89
12M 2019,1.13,1.13,-1.25,-7.17,-0.0,0.0,-0.4,0.17,-8.63
12M 2020,0.61,0.61,-1.44,-3.97,-0.0,0.0,-0.79,0.36,-5.26
12M 2021,2.31,2.27,0.1,1.38,0.0,0.0,-0.04,0.07,0.16
12M 2022,2.94,2.91,0.04,1.32,0.0,0.0,-0.32,0.03,0.22
12M 2023,4.69,4.63,0.02,1.25,0.0,0.0,-0.36,0.02,0.15
12M 2024,4.58,4.53,0.01,1.26,0.0,0.0,-0.32,0.01,0.15
