Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,8.81,,3.31,,2.1,,0.75,-11.57,-11.57,0.9
12M 2009,58.61,145.49,39.01,165.09,6.23,9.73,2.51,2.35,1.66,1.69,0.58,0.6,8.36,8.36,1.19
12M 2010,44.9,128.34,26.93,146.31,8.13,7.09,2.84,3.13,2.4,2.53,0.76,0.77,6.16,6.16,1.27
12M 2011,45.76,70.53,19.59,96.7,7.98,7.53,5.17,4.92,4.61,4.94,1.2,1.17,5.45,5.45,1.59
12M 2012,57.13,65.69,22.04,100.78,6.39,6.26,5.56,5.61,4.3,3.89,1.13,1.01,3.04,3.04,2.61
12M 2013,57.54,88.59,26.05,120.08,6.34,8.63,4.12,3.55,3.61,3.89,0.92,0.88,1.91,1.91,3.91
12M 2014,58.44,108.26,30.5,136.2,6.25,4.68,3.37,2.5,5.36,5.88,0.65,0.46,1.94,1.94,2.5
12M 2015,326.74,221.31,71.37,476.68,1.12,1.34,1.65,1.75,2.12,2.5,0.1,0.09,0.31,0.31,1.86
12M 2016,362.81,382.32,122.01,623.12,1.01,1.03,0.95,0.98,18.07,19.48,0.1,0.1,0.28,0.28,1.7
12M 2017,280.12,509.19,124.5,664.81,1.3,1.64,0.72,0.63,26.41,28.69,0.12,0.12,0.93,0.93,1.24
12M 2018,149.33,233.17,69.17,313.33,2.44,2.95,1.57,3.38,45.42,59.96,0.18,0.23,0.94,0.94,1.8
12M 2019,,,,,,,,,,,,,,,1.13
12M 2020,,,,,,,,,,,,,,,0.61
12M 2021,57.7,4.81,9.57,52.94,6.33,3.3,75.84,75.84,1.26,0.63,0.5,0.28,2.16,2.16,2.31
12M 2022,97.04,6.8,18.7,85.14,3.76,3.47,53.65,35.96,1.11,1.11,0.39,0.38,0.92,0.92,2.94
12M 2023,57.43,4.58,8.31,53.7,6.36,6.71,79.65,74.66,2.13,2.15,0.63,0.62,1.75,1.75,4.69
12M 2024,69.5,4.27,2.76,71.01,5.25,5.39,85.42,85.21,2.08,2.11,0.59,0.6,1.65,1.65,4.58
