Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,19.14,,,,0.94,,0.72,-5.17,-5.17,0.54
12M 2009,19.73,,,,18.5,17.59,,,0.92,0.9,0.72,0.7,-6.41,-6.41,0.61
12M 2010,21.63,,,,16.88,15.03,,,0.9,0.91,0.7,0.69,-39.39,-39.39,0.91
12M 2011,23.71,,,,15.39,13.61,,,0.95,0.96,0.7,0.7,-76.53,-76.53,0.96
12M 2012,23.98,,,,15.22,13.56,,,1.02,1.02,0.72,0.71,19.95,19.95,1.16
12M 2013,24.74,,,,14.75,12.33,,,1.01,0.98,0.69,0.67,17.89,17.89,1.16
12M 2014,25.41,,,,14.36,12.65,,,0.99,0.95,0.67,0.64,45.39,45.39,1.06
12M 2015,24.9,,,,14.66,12.1,,,1.03,1.01,0.67,0.63,8.2,8.2,1.35
12M 2016,23.34,,,,15.64,12.82,,,1.07,1.04,0.67,0.65,14.65,14.65,1.2
12M 2017,23.6,,,,15.47,11.7,,,1.05,1.01,0.68,0.66,58.7,58.7,1.05
12M 2018,28.8,,,,12.68,9.04,,,0.96,0.93,0.65,0.64,-43.7,-43.7,0.94
12M 2019,31.25,,,,11.68,10.36,,,0.9,0.89,0.63,0.62,-8.14,-8.14,0.71
12M 2020,30.94,,,,11.8,11.34,,,0.86,0.86,0.58,0.57,-6.04,-6.04,0.67
12M 2021,25.29,,,,14.43,14.48,,,0.88,0.88,0.55,0.55,-18.23,-18.23,0.89
12M 2022,21.24,,,,17.18,16.25,,,0.87,0.87,0.53,0.54,-9.61,-9.61,0.78
12M 2023,23.61,,,,15.46,14.51,,,0.84,0.84,0.53,0.53,-9.35,-9.35,0.78
12M 2024,27.82,,,,13.12,12.11,,,0.83,0.83,0.51,0.51,-10.96,-10.96,0.82
