Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,0.27 B,212.46,6.12,1.70,,9.83%,13.24%,34.11%,17.04
12M 2009,0.27 B,381.51,3.67,1.59,,15.75%,19.21%,21.00%,68.41
12M 2010,0.27 B,635.79,3.30,2.16,,20.05%,23.92%,19.11%,528.79
12M 2011,0.27 B,423.96,6.37,2.45,,10.53%,13.76%,16.33%,
12M 2012,0.27 B,464.35,7.54,2.85,,10.33%,13.09%,15.04%,87.71
12M 2013,0.27 B,737.46,6.64,3.15,,12.79%,17.28%,20.89%,40.48
12M 2014,0.27 B,829.84,6.33,3.27,,13.57%,16.50%,19.49%,37.81
12M 2015,0.27 B,962.26,6.24,3.82,,13.82%,16.27%,15.92%,
12M 2016,0.27 B,957.57,10.44,6.61,,12.25%,14.08%,12.81%,
12M 2017,0.27 B,918.56,6.53,4.07,,10.83%,12.02%,10.27%,1931.51
12M 2018,0.27 B,994.73,5.53,3.69,278.99 B,10.58%,11.56%,9.67%,3992.80
12M 2019,0.27 B,865.97,6.41,3.74,281.13 B,8.33%,9.22%,9.96%,10007.88
12M 2020,0.27 B,878.30,5.98,3.52,292.98 B,7.95%,8.63%,9.57%,5530.93
12M 2021,0.27 B,730.55,9.17,4.35,293.46 B,6.21%,6.76%,7.02%,8520.72
12M 2022,0.27 B,1007.50,9.21,4.89,372.99 B,8.00%,9.11%,9.27%,34422.10
12M 2023,0.27 B,1126.50,12.63,7.17,392.60 B,8.80%,10.50%,9.54%,11006.85
12M 2024,0.27 B,1070.94,13.73,7.45,389.11 B,8.35%,9.47%,9.43%,24830.62
