Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,0.75,0.61,0.1,1.35,0.0,0.0,0.01,0.07,0.35
12M 2009,1.93,1.7,0.0,1.22,0.0,0.0,-0.16,0.0,0.22
12M 2010,2.18,1.96,0.0,1.19,0.0,0.0,-0.2,0.0,0.19
12M 2011,0.43,0.35,0.12,1.31,0.0,0.0,0.09,0.09,0.31
12M 2012,0.61,0.53,0.04,1.27,0.0,0.0,0.03,0.03,0.27
12M 2013,0.24,0.24,0.14,1.35,0.0,0.0,0.14,0.11,0.35
12M 2014,0.9,0.9,0.0,1.22,0.0,0.0,-0.06,0.0,0.22
12M 2015,2.06,2.06,0.0,1.18,0.0,0.0,-0.19,0.0,0.18
12M 2016,3.25,3.25,0.0,1.15,0.0,0.0,-0.25,0.0,0.15
12M 2017,4.62,4.61,0.0,1.11,0.0,0.0,-0.24,0.0,0.11
12M 2018,4.5,4.48,0.0,1.09,0.0,0.0,-0.21,0.0,0.09
12M 2019,2.09,2.08,0.0,1.11,0.0,0.0,-0.08,0.0,0.11
12M 2020,2.75,2.74,0.0,1.09,0.0,0.0,-0.07,0.0,0.09
12M 2021,3.16,3.15,0.0,1.09,0.0,0.0,-0.06,0.0,0.09
12M 2022,2.63,2.62,0.0,1.14,0.0,0.0,-0.14,0.0,0.14
12M 2023,2.06,2.05,0.0,1.19,0.0,0.0,-0.2,0.0,0.19
12M 2024,3.73,3.72,0.0,1.13,0.0,0.0,-0.14,0.0,0.13
