Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,0.47,107.22,0.47,107.22,,,,,
12M 2009,0.68,112.31,0.68,112.31,,,,,
12M 2010,0.87,122.97,0.87,122.97,,,,,
12M 2011,0.71,134.62,0.71,134.62,,,,,
12M 2012,0.49,225.93,0.49,225.93,,,,,
12M 2013,0.46,199.55,0.46,199.55,,,,,
12M 2014,0.38,207.76,0.38,207.76,,,,,
12M 2015,0.30,211.32,0.30,211.32,,,,,
12M 2016,0.26,280.09,0.26,275.92,,,,,
12M 2017,0.28,285.38,0.28,281.67,,,,,
12M 2018,0.21,290.39,0.22,287.14,,,,,
12M 2019,0.21,287.17,0.21,284.39,,,,,
12M 2020,0.31,225.34,0.31,223.02,,,,,
12M 2021,0.65,195.51,0.66,193.89,,,,,
12M 2022,0.36,198.01,0.36,196.47,,,,,
12M 2023,0.35,206.25,0.36,204.67,,,,,
12M 2024,1.00,214.59,1.00,213.33,,,,,
