Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,8.58 B,2.55,19.61,0.36,,0.17%,2.38%,0.49%,
12M 2009,8.58 B,4.88,15.57,0.40,,0.27%,4.35%,0.45%,
12M 2010,8.58 B,9.76,10.96,0.61,,0.49%,7.93%,0.80%,
12M 2011,8.58 B,11.71,8.20,0.53,,0.52%,8.70%,0.69%,
12M 2012,8.58 B,15.55,7.14,0.51,,0.65%,6.88%,0.71%,
12M 2013,13.09 B,17.26,5.27,0.61,,1.07%,8.65%,1.47%,
12M 2014,13.09 B,8.45,9.35,0.46,,0.47%,4.07%,0.86%,
12M 2015,13.09 B,5.45,11.74,0.35,,0.28%,2.58%,0.38%,
12M 2016,15.80 B,4.61,15.84,0.51,,0.28%,1.65%,0.39%,
12M 2017,15.80 B,4.31,18.56,0.53,,0.25%,1.51%,0.38%,
12M 2018,15.80 B,3.39,18.29,0.43,115.26 B,0.21%,1.17%,0.32%,
12M 2019,15.80 B,-3.69,-16.53,0.49,(45.62 B),-0.23%,-1.29%,-0.28%,
12M 2020,15.80 B,1.35,51.11,0.65,96.88 B,0.07%,0.60%,0.15%,
12M 2021,20.22 B,-8.31,-15.28,1.67,(153.29 B),-0.64%,-4.25%,-0.72%,
12M 2022,20.22 B,2.72,26.10,1.00,119.07 B,0.22%,1.37%,0.24%,
12M 2023,20.22 B,7.26,10.06,0.99,263.44 B,0.56%,3.52%,0.73%,
12M 2024,20.22 B,7.54,28.38,2.63,283.56 B,0.51%,3.51%,0.70%,
