Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2008,415 B,(124 B),291 B,670.37
12M 2009,342 B,(434 B),(92 B),-212.13
12M 2010,482 B,(87 B),395 B,909.78
12M 2011,335 B,(277 B),58 B,134.53
12M 2012,411 B,(325 B),86 B,198.14
12M 2013,552 B,(337 B),215 B,495.03
12M 2014,564 B,(312 B),252 B,580.62
12M 2015,367 B,(531 B),(164 B),-378.75
12M 2016,333 B,"(1,603 B)","(1,270 B)",-2926.70
12M 2017,299 B,"(1,018 B)",(719 B),0.00
12M 2018,217 B,"(1,915 B)","(1,698 B)",-3912.10
12M 2019,(46 B),(963 B),"(1,009 B)",-2324.13
12M 2020,566 B,(157 B),408 B,940.46
12M 2021,"1,016 B",(93 B),923 B,2127.42
12M 2022,816 B,(164 B),652 B,1501.56
12M 2023,850 B,(228 B),623 B,1434.35
12M 2024,"1,286 B",(741 B),545 B,1255.61
