Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,0.43 B,523.72,2.31,0.23,,11.37%,15.36%,38.56%,306.62
12M 2009,0.43 B,155.05,11.93,0.42,,3.41%,4.40%,5.11%,316.09
12M 2010,0.43 B,762.61,7.61,1.04,,13.95%,17.96%,22.75%,
12M 2011,0.43 B,776.49,8.44,1.09,,12.52%,15.71%,19.71%,
12M 2012,0.43 B,798.64,10.39,1.26,,11.13%,14.11%,17.78%,
12M 2013,0.43 B,779.63,8.98,0.94,,9.56%,12.26%,14.92%,
12M 2014,0.43 B,1056.76,7.62,0.95,,11.70%,14.40%,16.87%,
12M 2015,0.43 B,786.51,8.33,0.78,,7.99%,10.07%,11.73%,
12M 2016,0.43 B,600.10,11.16,0.78,,4.73%,7.24%,8.35%,28.12
12M 2017,0.43 B,88.87,67.80,0.67,,0.62%,1.09%,1.89%,2.94
12M 2018,0.43 B,15.20,242.76,0.36,569.62 B,0.08%,0.18%,2.95%,1.05
12M 2019,0.43 B,-304.66,-11.26,0.35,335.06 B,-1.51%,-3.88%,-2.23%,-0.95
12M 2020,0.43 B,-993.06,-2.72,0.31,257.86 B,-5.41%,-14.71%,-4.86%,-1.65
12M 2021,0.43 B,734.27,6.05,0.41,"1,031.95 B",4.30%,9.68%,8.83%,4.44
12M 2022,0.43 B,1007.76,5.51,0.43,"1,358.25 B",5.86%,11.76%,14.98%,3.21
12M 2023,0.43 B,1344.00,4.39,0.43,"1,398.99 B",7.78%,13.75%,15.49%,5.99
12M 2024,0.43 B,549.79,7.80,0.34,988.45 B,3.28%,5.31%,7.94%,3.28
