Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,3.45,1.51,0.0,1.35,0.0,0.0,-0.18,0.0,0.35
12M 2009,3.34,1.53,0.0,1.29,0.0,0.0,-0.1,0.0,0.29
12M 2010,3.94,2.44,0.0,1.29,0.0,0.0,-0.29,0.0,0.29
12M 2011,4.42,2.64,0.0,1.25,0.0,0.0,-0.27,0.0,0.25
12M 2012,3.89,2.31,0.0,1.27,0.0,0.0,-0.26,0.0,0.27
12M 2013,4.18,2.72,0.0,1.28,0.0,0.0,-0.31,0.0,0.28
12M 2014,5.68,3.81,0.0,1.23,0.0,0.0,-0.35,0.0,0.23
12M 2015,4.65,2.86,0.0,1.26,0.0,0.0,-0.27,0.0,0.26
12M 2016,2.02,0.94,0.19,1.53,0.0,0.0,0.1,0.13,0.53
12M 2017,2.01,0.86,0.42,1.77,0.0,0.0,0.32,0.24,0.77
12M 2018,1.27,0.52,0.91,2.34,0.0,0.0,0.83,0.39,1.34
12M 2019,1.03,0.41,1.22,2.56,0.0,0.0,1.14,0.48,1.56
12M 2020,0.8,0.33,1.31,2.72,0.0,0.0,1.21,0.48,1.72
12M 2021,0.99,0.33,0.85,2.25,0.0,0.0,0.81,0.38,1.25
12M 2022,1.2,0.37,0.63,2.01,0.0,0.0,0.6,0.32,1.01
12M 2023,1.48,0.45,0.43,1.77,0.0,0.0,0.39,0.24,0.76
12M 2024,1.43,0.39,0.28,1.62,0.0,0.0,0.27,0.17,0.62
