Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,1.45,1.36,0.58,1.67,0.0,0.0,0.4,0.35,0.67
12M 2009,1.12,1.08,0.44,1.55,0.0,0.0,0.37,0.29,0.55
12M 2010,0.77,0.73,0.36,1.47,0.0,0.0,0.26,0.25,0.47
12M 2011,1.37,1.27,0.22,1.43,0.0,0.0,0.16,0.15,0.43
12M 2012,1.85,1.78,0.5,1.67,0.0,0.0,0.27,0.3,0.67
12M 2013,1.89,1.82,0.35,1.55,0.0,0.0,0.25,0.23,0.55
12M 2014,1.95,1.91,0.29,1.47,0.0,0.0,0.21,0.19,0.47
12M 2015,1.27,1.24,0.25,1.51,0.0,0.0,0.2,0.16,0.51
12M 2016,0.52,0.49,0.27,1.53,0.0,0.0,0.17,0.18,0.53
12M 2017,0.52,0.48,0.28,1.55,0.0,0.0,0.22,0.18,0.55
12M 2018,0.95,0.88,0.21,1.46,0.0,0.0,0.12,0.14,0.46
12M 2019,1.63,1.47,0.06,1.19,0.0,0.0,-0.04,0.05,0.19
12M 2020,3.77,3.41,0.0,1.09,0.0,0.0,-0.07,0.0,0.09
12M 2021,6.9,6.43,0.0,1.05,0.0,0.0,-0.14,0.0,0.05
12M 2022,16.02,15.59,0.0,1.03,0.0,0.0,-0.16,0.0,0.03
12M 2023,29.77,29.06,0.0,1.02,0.0,0.0,-0.22,0.0,0.02
