Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,3.27,,21.63,,0.8,,0.52,5.19,5.19,1.45
12M 2009,120.91,14.37,26.27,109.01,3.02,3.07,25.4,32.06,0.67,0.71,0.43,0.47,16.97,16.97,1.12
12M 2010,117.84,11.63,36.86,92.61,3.1,3.42,31.38,32.58,0.66,0.69,0.43,0.9,-6.35,-6.35,0.77
12M 2011,98.64,12.39,49.42,61.61,3.7,3.61,29.46,21.83,0.84,0.87,0.54,0.55,7.23,7.23,1.37
12M 2012,68.36,9.39,47.07,30.68,5.34,4.22,38.85,30.23,1.12,0.82,0.72,0.53,3.77,,1.85
12M 2013,80.73,8.06,47.96,40.83,4.52,4.88,45.3,46.02,0.67,0.62,0.46,0.43,4.09,4.09,1.89
12M 2014,110.39,9.27,71.18,48.48,3.31,3.11,39.39,47.75,0.44,0.45,0.31,0.32,2.8,2.8,1.95
12M 2015,170.48,7.02,85.62,91.88,2.14,1.71,51.97,31.91,0.34,0.33,0.24,0.22,5.29,5.29,1.27
12M 2016,191.61,11.42,99.07,103.96,1.9,2.61,31.96,26.84,0.26,0.28,0.19,0.21,-1.3,-1.3,0.52
12M 2017,120.01,15.09,88.2,46.9,3.04,3.16,24.19,23.51,0.33,0.43,0.26,0.27,-1.75,-1.75,0.52
12M 2018,92.34,13.8,69.2,36.94,3.95,3.79,26.45,21.3,0.53,0.52,0.4,0.4,-29.89,-29.89,0.95
12M 2019,81.5,25.21,77.38,29.33,4.48,4.16,14.48,16.56,0.6,0.64,0.43,0.47,5.32,5.32,1.63
12M 2020,83.33,19.92,38.19,65.06,4.38,5.86,18.32,19.71,0.49,0.49,0.36,0.38,2.21,2.21,3.77
12M 2021,54.06,20.96,29.29,45.73,6.75,6.86,17.41,16.03,0.67,0.69,0.49,0.48,1.88,1.88,6.9
12M 2022,52.94,15.48,20.43,47.99,6.89,5.23,23.58,21.87,0.79,0.78,0.52,0.46,1.38,1.38,16.02
12M 2023,66.38,12.35,11.25,67.48,5.5,4.91,29.56,28.29,0.83,0.83,0.47,0.45,0.99,0.99,29.77
